OBJECTID,SUB_DESCRIPTION,BUSINESS_NAME,BUSINESS_ADDRESS,EXPIRY_DATE,LICENSE_NUMBER,LICENSE_TYPE
147,B2 - Motor Repair,805641 ONTARIO INC. O/A PATON MOTORS,4 BREADALBANE ST  HAMILTON ON L8R 3E9,2022/09/10 00:00:00+00,15 124195 07 1R,Public Garage
148,B2 - Motor Repair,820023 ONTARIO LTD  O/A  L P SERVICES,100 MEAD AVE  HAMILTON ON,2022/07/23 00:00:00+00,15 124696 07 1R,Public Garage
149,A - New/Used Vehicle Sales,8436592 CANADA INC. O/A AUTOHUB,109 QUEENSTON RD  HAMILTON ON,2022/11/16 13:38:39+00,16 291689 05 1R,Public Garage
150,A - New/Used Vehicle Sales,851687 ONTARIO LTD. O/A R.W. AUTO SALES,16 FOUNDRY ST  DUNDAS ON,2022/10/21 00:00:00+00,14 280540 07 1R,Public Garage
151,A - New/Used Vehicle Sales,852982 ONTARIO LTD. o/a MARQUIS AUTO SALES,1423 UPPER OTTAWA ST 1 HAMILTON ON,2022/05/11 00:00:00+00,14 144050 07 1R,Public Garage
152,A - New/Used Vehicle Sales,8540683 Canada Ltd. o/a BEST MOTORS,941 BARTON ST E  HAMILTON ON,2022/11/27 11:13:46+00,17 293383 04 1R,Public Garage
153,A - New/Used Vehicle Sales,8540684 CANADA LTD O/A BEST MOTORS,82 CENTENNIAL PKWY N  HAMILTON ON L8E 1H7,2022/11/23 12:51:17+00,18 294862 03 1R,Public Garage
154,B2 - Motor Repair,8769010 CANADA INC O/A BM AUTO HOUSE,61 DALHOUSIE AVE  HAMILTON ON,2022/05/20 11:59:18+00,14 286008 07 1R,Public Garage
155,B3 - Body Shop,9336338 CANADA INC. O/A O'SULLIVAN AUTO COLLISION,776 BURLINGTON ST E  HAMILTON ON L8L 4K3,2023/01/03 10:01:08+00,18 294952 03 1R,Public Garage
156,B2 - Motor Repair,991825 ONTARIO INC O/A APEX AUTOMOTIVE SERVICES ,36 DITTON DR  HAMILTON ON,2022/10/23 14:56:15+00,20 298271 01 1R,Public Garage
157,B3 - Body Shop,A & A TRUCK EXHAUST,480 GRAYS RD  HAMILTON ON,2022/06/19 00:00:00+00,15 124433 07 1R,Public Garage
158,A - New/Used Vehicle Sales,A ACTION TOWING AND RECOVERY INC,2791 BARTON ST E  HAMILTON ON L8E 2J8,2022/05/21 00:00:00+00,14 286271 07 1R,Public Garage
159,B2 - Motor Repair,A L CHOPPERS,1119 MAIN ST E  HAMILTON ON,2022/02/13 00:00:00+00,16 124217 06 1R,Public Garage
160,Multiple Use Garage,A STAR AUTO,135 JOHN ST N  HAMILTON ON,2022/04/30 09:48:12+00,19 295795 02 1R,Public Garage
161,A - New/Used Vehicle Sales,A.J. DAWSON AUTOMOBILES LTD,109 QUEENSTON RD  HAMILTON ON,2022/02/14 00:00:00+00,15 124336 07 1R,Public Garage
162,B1 - Body Shop/Motor Repair,AAA CARTERS ON THE SPOT AUTO GLASS,350 BURLINGTON ST E  HAMILTON ON,2022/05/17 00:00:00+00,13 282218 07 1R,Public Garage
163,B3 - Body Shop,AAT AUTO CARE,468 WENTWORTH ST N  HAMILTON ON,2022/10/05 09:31:16+00,18 294515 03 1R,Public Garage
164,Multiple Use Garage,ABRAMS TOWING (ANCASTER) LIMITED,3058 WILSON ST W  ANCASTER ON,2022/08/22 00:00:00+00,14 189635 07 1R,Public Garage
165,A - New/Used Vehicle Sales,ACEN MOTORS INC.,1926 KING ST E  HAMILTON ON,2022/06/26 00:00:00+00,14 278585 07 1R,Public Garage
166,Multiple Use Garage,ACTION AUTO SALES INC,549 WOODWARD AVE  HAMILTON ON,2022/08/14 00:00:00+00,15 124633 07 1R,Public Garage
167,B2 - Motor Repair,ACTION CAR AND TRUCK ACCESSORIES INC.,244 LAKE AVE N  HAMILTON ON,2022/08/30 08:44:32+00,18 294700 03 1R,Public Garage
168,B2 - Motor Repair,ACTIVE GREEN AND ROSS,999 UPPER WENTWORTH ST  HAMILTON ON L9A 4X5,2022/07/25 00:00:00+00,13 281502 07 1R,Public Garage
169,A - New/Used Vehicle Sales,ADAM'S FINE CARS INC,95 QUEENSTON RD  HAMILTON ON,2022/07/25 11:40:05+00,17 292715 04 1R,Public Garage
170,B2 - Motor Repair,ADVANCE AUTOMOTIVE SOLUTIONS INC.,195 HESS ST N  HAMILTON ON,2022/07/17 10:16:59+00,19 296190 02 1R,Public Garage
171,B2 - Motor Repair,AFFORDABLE MUFFLER & BRAKE,2481 UPPER JAMES ST  GLANBROOK ON,2022/07/16 00:00:00+00,14 278323 07 1R,Public Garage
172,Multiple Use Garage,AFNAN TRADING INC O/A WENTWORTH AUTO SALES AND MICROSHIELD AUTO CARE,428 MILLEN RD  STONEY CREEK ON L8E 3N9,2023/01/14 16:48:04+00,20 297954 00 1R,Public Garage
173,A - New/Used Vehicle Sales,AFNAN TRADING INC. O/A WENTWORTH AUTO SALES,61 DALHOUSIE AVE  HAMILTON ON,2022/03/01 14:43:06+00,16 290724 05 1R,Public Garage
174,Multiple Use Garage,ALDERSON AUTOMOTIVE,609 SAFARI RD  FLAMBOROUGH ON,2022/02/21 00:00:00+00,15 285797 06 1R,Public Garage
175,B3 - Body Shop,ALIGATOR AUTO PAINT REPAIR,27 SUNNYHURST AVE  STONEY CREEK ON,2022/05/01 10:33:04+00,18 295225 02 1R,Public Garage
176,B3 - Body Shop,ALL WHEELS GRAPHICS,27 SUNNYHURST AVE  STONEY CREEK ON,2023/02/20 14:03:36+00,18 295167 03 1R,Public Garage
177,A - New/Used Vehicle Sales,ALTERNATIVE AUTO INC.,308 CROCKETT ST  HAMILTON ON L8V 1H6,2022/06/10 00:00:00+00,14 278484 07 1R,Public Garage
178,A - New/Used Vehicle Sales,ANDI AUTO SALES,290 CROCKETT ST  HAMILTON ON,2022/07/22 15:57:06+00,20 297901 01 1R,Public Garage
179,B1 - Body Shop/Motor Repair,ANDY'S AUTOBODY,1060 RYMAL RD E  HAMILTON ON,2022/12/19 00:00:00+00,14 286768 07 1R,Public Garage
180,Multiple Use Garage,ANGELO & LUIGI GARAGE,999 BARTON ST E  HAMILTON ON,2022/04/13 00:00:00+00,14 281844 06 1R,Public Garage
181,B2 - Motor Repair,ANJEN AUTO SERVICE LTD,73 BEACH RD  HAMILTON ON,2022/11/18 08:43:24+00,16 291497 05 1R,Public Garage
182,A - New/Used Vehicle Sales,ANSVET CORP,1124 RYMAL RD E  HAMILTON ON,2022/02/04 00:00:00+00,15 287272 06 1R,Public Garage
183,B2 - Motor Repair,ANW AUTO SERVICE INC.,1283 BARTON ST  STONEY CREEK ON,2022/05/13 00:00:00+00,14 278317 07 1R,Public Garage
184,B2 - Motor Repair,ANY TRANSMISSION LTD. O/A ANY TRANSMISSION,333 GREEN RD  STONEY CREEK ON L8E 2B1,2022/05/09 11:17:32+00,13 284631 05 1R,Public Garage
185,B2 - Motor Repair,APPCO,805 HWY 6  FLAMBOROUGH ON,2022/09/08 00:00:00+00,15 175224 07 1R,Public Garage
186,A - New/Used Vehicle Sales,APPROVAL CAPITAL O/A SAS AUTOMOTIVE SOLUTIONS,74 PARKDALE AVE N  HAMILTON ON,2022/11/19 13:25:22+00,18 295284 03 1R,Public Garage
187,B2 - Motor Repair,ARROW AUTOMOTIVE REPAIR ,279 KING ST W  DUNDAS ON,2023/01/02 15:00:04+00,17 293385 04 1R,Public Garage
188,Multiple Use Garage,ARZE AUTO,2596 KING ST E  HAMILTON ON L8K 1Y2,2022/08/07 00:00:00+00,14 178393 07 1R,Public Garage
189,Multiple Use Garage,ASC AUTOBODY & SALES LTD,235 MARY ST  HAMILTON ON,2023/01/16 11:35:53+00,19 296901 02 1R,Public Garage
190,B3 - Body Shop,ASSURED AUTOMOTIVE (2017) INC O/A ASSURED DUNDAS COLLISION,386 MILL ST  DUNDAS ON,2022/07/19 13:49:52+00,19 296049 02 1R,Public Garage
191,B3 - Body Shop,ASSURED AUTOMOTIVE INC O/A ASSURED HAMILTON COLLISION,2179 UPPER JAMES ST  GLANBROOK ON,2022/09/13 11:02:28+00,18 294568 03 1R,Public Garage
192,Multiple Use Garage,AUTO COLLISION & MORE,494 WENTWORTH ST N  HAMILTON ON,2022/01/28 00:00:00+00,14 131292 06 1R,Public Garage
193,B2 - Motor Repair,AUTO FX INC,165 QUEENSTON RD  HAMILTON ON,2022/03/09 13:00:15+00,16 291762 04 1R,Public Garage
194,B2 - Motor Repair,AUTO FX INC,1296 BARTON ST E  HAMILTON ON L8H 2W1,2022/03/09 13:04:03+00,16 291763 04 1R,Public Garage
195,B2 - Motor Repair,AUTO GO SERVICE TECH INC,2553 BARTON ST E  HAMILTON ON,2022/02/20 00:00:00+00,16 124587 06 1R,Public Garage
196,B2 - Motor Repair,AUTO SAAN,151 SWAYZE RD  GLANBROOK ON,2022/04/15 11:06:28+00,16 290830 05 1R,Public Garage
197,A - New/Used Vehicle Sales,AUTO STAR SALES LTD,252 ADELINE AVE  HAMILTON ON,2022/04/25 15:20:36+00,16 290931 05 1R,Public Garage
198,Multiple Use Garage,AUTOMART SALES & SERVICE,1220 KING ST E  HAMILTON ON,2022/11/13 00:00:00+00,14 152211 07 1R,Public Garage
199,A - New/Used Vehicle Sales,AUTOVERSE,74 PARKDALE AVE N  HAMILTON ON,2022/01/31 11:59:38+00,19 295603 02 1R,Public Garage
200,A - New/Used Vehicle Sales,AVISCAR INC,237 MAIN ST E  HAMILTON ON,2022/03/15 00:00:00+00,14 287116 06 1R,Public Garage
201,A - New/Used Vehicle Sales,AVISCAR INC,9300 AIRPORT RD W  GLANBROOK ON,2022/05/22 16:04:13+00,19 296171 02 1R,Public Garage
202,B2 - Motor Repair,AVTO TOTAL REPAIR,217 AVONDALE ST  HAMILTON ON,2022/08/07 11:32:13+00,18 294416 03 1R,Public Garage
203,A - New/Used Vehicle Sales,A-Z AUTO,758 KING ST E  HAMILTON ON,2022/08/26 00:00:00+00,14 274835 07 1R,Public Garage
204,B2 - Motor Repair,B&B AUTO SALES AND SERVICE,549 WOODWARD AVE  HAMILTON ON,2022/04/08 00:00:00+00,19 295636 02 1R,Public Garage
205,B1 - Body Shop/Motor Repair,BABYLON AUTO COLLISION INC.,255 LANCING DR  HAMILTON ON,2022/02/25 14:50:29+00,18 294251 00 1R,Public Garage
206,B2 - Motor Repair,BAKER PERFORMANCE WORKS LTD,418 JOHN ST N  HAMILTON ON,2022/11/19 00:00:00+00,15 124652 07 1R,Public Garage
207,Multiple Use Garage,BARRY'S WELDING,1403 4TH CON RD W  FLAMBOROUGH,2022/06/07 00:00:00+00,15 175219 07 1R,Public Garage
208,B2 - Motor Repair,BARTON RADIATOR WORKS LTD.,78 CANNON ST E  HAMILTON ON,2022/11/11 00:00:00+00,14 261404 07 1R,Public Garage
209,B1 - Body Shop/Motor Repair,BARTON TRUCK CENTRE LTD.,483 RENNIE ST  HAMILTON ON,2022/10/01 00:00:00+00,15 124606 07 1R,Public Garage
210,E - Car Wash,BASINGSTOKE ENTERPRISES LT O/A MIDTOWN CAR WASH,19 FLAMBORO ST  FLAMBOROUGH ON,2023/02/14 09:56:30+00,19 295653 03 1R,Public Garage
211,D - Parking Lot,BAY RANCH INCORPORATED,284 KING ST E  HAMILTON ON,2022/11/07 00:00:00+00,15 124323 07 1R,Public Garage
212,A - New/Used Vehicle Sales,BEAMSVILLE AUTO SALON,1064 HWY 8  STONEY CREEK ON,2022/02/11 00:00:00+00,15 283981 06 1R,Public Garage
213,A - New/Used Vehicle Sales,BELLISSIMO MOTORS,314 OTTAWA ST N  HAMILTON ON,2022/11/17 14:33:24+00,19 297104 02 1R,Public Garage
214,C - Service Station,BELRON CANADA INC O/A SPEEDY GLASS,2493 BARTON ST E  HAMILTON ON,2023/01/24 12:24:27+00,18 295317 03 1R,Public Garage
215,C - Service Station,BELRON CANADA INC O/A SPEEDY GLASS,1243 UPPER JAMES ST  HAMILTON ON,2023/01/31 11:41:45+00,18 295448 03 1R,Public Garage
216,Multiple Use Garage,BENNETT'S AUTO SERVICE,154 GRENFELL ST  HAMILTON ON L8H3J2,2022/03/11 00:00:00+00,15 278007 06 1R,Public Garage
217,A - New/Used Vehicle Sales,BEN'S HEAVY TOWING & RECOVERY,824 RENNIE ST  HAMILTON ON,2022/02/27 00:00:00+00,16 124477 06 1R,Public Garage
218,B2 - Motor Repair,BENSON GROUP INC O/A BEVERLY TIRE,1004 UPPER WENTWORTH ST  HAMILTON ON,2022/04/27 00:00:00+00,15 270534 06 1R,Public Garage
219,B2 - Motor Repair,BENSON GROUP INC O/A BEVERLY TIRE,1250 BARTON ST E  HAMILTON ON,2022/04/27 00:00:00+00,15 270535 06 1R,Public Garage
220,B2 - Motor Repair,BENSON GROUP INC O/A BEVERLY TIRE,32 CENTENNIAL PKWY N  HAMILTON ON,2022/04/27 00:00:00+00,15 270536 06 1R,Public Garage
221,B2 - Motor Repair,BENSON GROUP INC O/A BEVERLY TIRE,525 HWY 6  FLAMBOROUGH ON,2022/04/27 00:00:00+00,15 270539 06 1R,Public Garage
222,B2 - Motor Repair,BENSON GROUP INC. O/A BEVERLY TIRE & AUTO,89 OSLER DR  DUNDAS ON,2022/10/28 10:48:22+00,19 296957 02 1R,Public Garage
223,A - New/Used Vehicle Sales,BEST DEAL AUTO INC,415 CONCESSION ST  HAMILTON ON,2022/11/01 12:32:51+00,19 297031 02 1R,Public Garage
224,B3 - Body Shop,BETTER WAY COLLISION INC.,245 BARTON ST  STONEY CREEK ON,2022/09/10 17:36:38+00,21 298849 00 1R,Public Garage
225,B2 - Motor Repair,BEVRIN CORPORATION O/A PENNZOIL LUBE,878 UPPER JAMES ST  HAMILTON ON L9C 3A4,2022/05/20 00:00:00+00,13 280585 07 1R,Public Garage
226,B2 - Motor Repair,BILL'S AUTO REPAIR INC. O/A BILL'S AUTO REPAIR INC.,383 6TH CON RD E  FLAMBOROUGH,2022/03/11 00:00:00+00,14 283611 06 1R,Public Garage
227,B2 - Motor Repair,BINBROOK AUTO & TIRE INC.,107 BINBROOK RD  GLANBROOK ON,2022/02/01 13:16:14+00,18 295377 02 1R,Public Garage
228,Multiple Use Garage,BITTNERS AUTO SERVICE,405 CONCESSION ST  HAMILTON ON,2022/06/28 00:00:00+00,14 132271 07 1R,Public Garage
229,B2 - Motor Repair,BLACK JACK CONTRACTING INC. ,77 MORLEY ST  HAMILTON ON,2022/10/08 10:07:26+00,21 299608 00 1R,Public Garage
230,B2 - Motor Repair,BLJ PERFORMANCE INC,151 SWAYZE RD  GLANBROOK ON,2022/01/27 12:46:27+00,19 297184 01 1R,Public Garage
231,C - Service Station,BLUE LINE TRANSPORTATION LTD,160 JOHN ST S  HAMILTON ON L8N 2C4,2022/08/15 00:00:00+00,17 177616 07 1R,Public Garage
232,B2 - Motor Repair,BOB BALLS'S GARAGE,9648 TWENTY RD W  GLANBROOK ON,2022/07/17 00:00:00+00,14 185611 07 1R,Public Garage
233,B3 - Body Shop,BODY FIX,55 LANCING DR  HAMILTON ON,2022/12/16 00:00:00+00,14 268116 07 1R,Public Garage
234,B2 - Motor Repair,BRAD'S AUTOMOTIVE,1099 HWY 6  FLAMBOROUGH ON,2022/10/18 00:00:00+00,14 171371 07 1R,Public Garage
235,Multiple Use Garage,BRIAN TIRE & AUTO CENTRE,2227 RYMAL RD  STONEY CREEK ON,2022/09/01 00:00:00+00,14 227874 07 1R,Public Garage
236,Multiple Use Garage,BROMARK TRUCK CENTRE INC.,1361 EDGEWOOD RD  FLAMBOROUGH ON,2022/11/30 00:00:00+00,14 282080 07 1R,Public Garage
237,Multiple Use Garage,BRUCEDALE GARAGE LIMITED,151 HESTER ST  HAMILTON ON,2022/03/31 16:04:40+00,18 295046 02 1R,Public Garage
238,B2 - Motor Repair,"BT AUTOMOTIVE, DIV. OF BARTON TRUCK CENTRE",42 MORLEY ST  HAMILTON ON,2022/09/24 00:00:00+00,14 274629 07 1R,Public Garage
239,Multiple Use Garage,BUDDS' HAMILTON LIMITED,1471 UPPER JAMES ST  HAMILTON ON,2023/01/08 00:00:00+00,14 194027 07 1R,Public Garage
240,B2 - Motor Repair,BUDGET EXHAUST & AUTOMOTIVE INC,463 DUNDAS ST E  FLAMBOROUGH ON,2022/01/30 00:00:00+00,15 287237 06 1R,Public Garage
241,A - New/Used Vehicle Sales,BUDGETCAR INC.,237 MAIN ST E  HAMILTON ON,2022/03/04 00:00:00+00,14 287117 06 1R,Public Garage
242,A - New/Used Vehicle Sales,BUDGETCAR INC.,9300 AIRPORT RD W  GLANBROOK ON,2022/05/24 12:34:44+00,19 296176 02 1R,Public Garage
243,B2 - Motor Repair,C.K. WESTDALE CAR SERVCIES INC,1872 MAIN ST W  HAMILTON ON L8S 1H7,2022/06/02 11:27:17+00,16 291033 05 1R,Public Garage
244,A - New/Used Vehicle Sales,CALEDONIA TRUCK & MARINE INC.,34 THORPE ST  DUNDAS ON,2022/06/21 00:00:00+00,14 275684 07 1R,Public Garage
245,D - Parking Lot,CANADA WIDE PARKING,80 KING WILLIAM ST  HAMILTON ON,2022/04/12 00:00:00+00,13 276319 07 1R,Public Garage
246,D - Parking Lot,CANADA WIDE PARKING,115 KING WILLIAM ST  HAMILTON ON,2022/06/02 00:00:00+00,14 277920 07 1R,Public Garage
247,D - Parking Lot,CANADA WIDE PARKING,37 JAMES ST S  HAMILTON ON,2022/10/28 00:00:00+00,14 279010 07 1R,Public Garage
248,D - Parking Lot,CANADA WIDE PARKING,9 MAIN ST E  HAMILTON ON,2022/10/28 00:00:00+00,14 279011 07 1R,Public Garage
249,D - Parking Lot,CANADA WIDE PARKING,73 HUGHSON ST N  HAMILTON ON,2022/11/27 00:00:00+00,14 279175 07 1R,Public Garage
250,D - Parking Lot,CANADA WIDE PARKING,21 MAIN ST E  HAMILTON ON,2022/03/12 00:00:00+00,15 276802 06 1R,Public Garage
251,D - Parking Lot,CANADA WIDE PARKING,212 KING WILLIAM ST  HAMILTON ON,2022/03/12 00:00:00+00,15 279575 06 1R,Public Garage
252,D - Parking Lot,CANADA WIDE PARKING,360 WELLINGTON ST N  HAMILTON ON,2023/01/14 17:39:17+00,20 297331 02 1R,Public Garage
253,D - Parking Lot,CANADA WIDE PARKING (HAMILTON) INC,4 HUGHSON ST S  HAMILTON ON,2022/03/01 00:00:00+00,15 275532 06 1R,Public Garage
254,D - Parking Lot,CANADA WIDE PARKING (HAMILTON) INC,180 JAMES ST S  HAMILTON ON L8P 4V1,2022/03/24 00:00:00+00,15 287323 06 1R,Public Garage
255,D - Parking Lot,CANADA WIDE PARKING (HAMILTON) INC,304 VICTORIA AVE N  HAMILTON ON,2022/12/07 08:50:42+00,16 291780 05 1R,Public Garage
256,D - Parking Lot,CANADA WIDE PARKING (HAMILTON) INC,91 HUNTER ST E  HAMILTON ON,2022/12/07 08:48:23+00,16 291781 05 1R,Public Garage
257,D - Parking Lot,CANADA WIDE PARKING (HAMILTON) INC,25 CHARLTON AVE E  HAMILTON ON,2023/02/05 14:11:52+00,20 298088 01 1R,Public Garage
258,D - Parking Lot,CANADA WIDE PARKING (HAMILTON) INC,117 JACKSON ST E  HAMILTON ON,2023/02/12 12:04:16+00,21 298683 01 1R,Public Garage
259,D - Parking Lot,CANADA WIDE PARKING (HAMILTON) INC. O/A CANADA WIDE PARKING,20 JACKSON ST W  HAMILTON ON,2022/06/13 00:00:00+00,14 283122 07 1R,Public Garage
260,D - Parking Lot,CANADA WIDE PARKING (HAMILTON) INC. O/A CANADA WIDE PARKING,414 VICTORIA AVE N  HAMILTON ON,2022/11/08 00:00:00+00,14 283492 07 1R,Public Garage
261,D - Parking Lot,CANADA WIDE PARKING (HAMILTON) INC. O/A CANADA WIDE PARKING,81 HUNTER ST E  HAMILTON ON,2022/11/08 00:00:00+00,14 283493 07 1R,Public Garage
262,D - Parking Lot,CANADA WIDE PARKING (HAMILTON) INC. O/A CANADA WIDE PARKING,84 JACKSON ST E  HAMILTON ON,2022/11/08 00:00:00+00,14 283494 07 1R,Public Garage
263,D - Parking Lot,CANADA WIDE PARKING (HAMILTON) INC. O/A CANADA WIDE PARKING,73 JOHN ST N  HAMILTON ON,2023/01/30 00:00:00+00,14 283729 07 1R,Public Garage
264,D - Parking Lot,CANADA WIDE PARKING (HAMILTON) INC. O/A CANADA WIDE PARKING,263 VICTORIA AVE N  HAMILTON ON,2022/05/07 00:00:00+00,14 284121 07 1R,Public Garage
265,D - Parking Lot,CANADA WIDE PARKING (HAMILTON) INC. O/A CANADA WIDE PARKING,151 YORK BLVD  HAMILTON ON,2022/11/18 00:00:00+00,14 285203 07 1R,Public Garage
266,D - Parking Lot,CANADA WIDE PARKING (HAMILTON) INC. O/A CANADA WIDE PARKING,55 QUEEN ST N  HAMILTON ON L8R 3J3,2022/11/18 00:00:00+00,14 285204 07 1R,Public Garage
267,D - Parking Lot,CANADA WIDE PARKING (HAMILTON) INC. O/A CANADA WIDE PARKING,390 VICTORIA AVE N  HAMILTON ON,2022/12/06 00:00:00+00,14 285591 07 1R,Public Garage
268,D - Parking Lot,CANADA WIDE PARKING (HAMILTON) INC. O/A CANADA WIDE PARKING,41 WILSON ST  HAMILTON ON,2022/11/06 00:00:00+00,15 290288 06 1R,Public Garage
269,D - Parking Lot,CANADA WIDE PARKING (HAMILTON) INC. O/A CANADA WIDE PARKING,46 CATHARINE ST S  HAMILTON ON,2022/11/20 13:24:18+00,17 293080 04 1R,Public Garage
270,D - Parking Lot,CANADA WIDE PARKING (HAMILTON) INC. O/A CANADA WIDE PARKING,49 WALNUT ST S  HAMILTON ON,2022/03/09 12:05:41+00,18 293865 03 1R,Public Garage
271,D - Parking Lot,CANADA WIDE PARKING (HAMILTON) INC. O/A CANADA WIDE PARKING,307 JOHN ST S  HAMILTON ON,2022/05/11 12:04:11+00,18 294218 03 1R,Public Garage
272,D - Parking Lot,CANADA WIDE PARKING (HAMILTON) INC. O/A CANADA WIDE PARKING,112 KING ST E  HAMILTON ON,2022/11/23 10:07:03+00,18 295308 03 1R,Public Garage
273,D - Parking Lot,CANADA WIDE PARKING (HAMILTON) INC. O/A CANADA WIDE PARKING,108 PARK ST N  HAMILTON ON,2022/10/03 11:45:47+00,19 296888 02 1R,Public Garage
274,D - Parking Lot,CANADA WIDE PARKING INC.,21 MAIN ST W  HAMILTON ON,2022/04/08 00:00:00+00,10 169490 07 1R,Public Garage
275,D - Parking Lot,CANADA WIDE PARKING INC.,75 MACNAB ST N  HAMILTON ON L8R 2L7,2023/01/21 00:00:00+00,14 218025 07 1R,Public Garage
276,D - Parking Lot,CANADA WIDE PARKING INC.,400 WELLINGTON ST N  HAMILTON ON,2023/01/14 13:25:45+00,20 297285 02 1R,Public Garage
277,B2 - Motor Repair,CANADIAN AUTO REPAIR & SERVICE INC. O/A BEECH MOTORWORKS,990 UPPER JAMES ST  HAMILTON ON,2022/02/08 00:00:00+00,16 124597 06 1R,Public Garage
278,A - New/Used Vehicle Sales,CANNON AUTO SALES,964 MAIN ST E  HAMILTON ON,2023/01/01 00:00:00+00,17 119025 07 1R,Public Garage
279,B2 - Motor Repair,CAR AUTOMOTIVE,267 BEACH RD  HAMILTON ON,2022/07/26 00:00:00+00,14 284799 07 1R,Public Garage
280,A - New/Used Vehicle Sales,CAR IMPORT EXPORT,289 CANNON ST E  HAMILTON ON,2022/07/28 00:00:00+00,15 287922 06 1R,Public Garage
281,B1 - Body Shop/Motor Repair,CARDI CONSTRUCTION LIMITED,600 NEBO RD  GLANBROOK ON,2022/05/18 00:00:00+00,14 253148 07 1R,Public Garage
282,Multiple Use Garage,CARS-X,15 WENTWORTH ST N  HAMILTON ON,2022/10/23 13:44:17+00,19 296815 02 1R,Public Garage
283,A - New/Used Vehicle Sales,CARTER LEASE & RENTALS INC.,170 BARTON ST E  HAMILTON ON,2022/05/15 00:00:00+00,15 124549 07 1R,Public Garage
284,A - New/Used Vehicle Sales,CATAN RECREATION CORP.,116 HILLYARD ST  HAMILTON ON,2022/12/01 00:00:00+00,14 246000 07 1R,Public Garage
285,Multiple Use Garage,CD AUTOGLASS & REPAIR,272 KENSINGTON AVE N  HAMILTON ON,2022/08/31 00:00:00+00,14 275983 07 1R,Public Garage
286,B1 - Body Shop/Motor Repair,CENTRAL EQUIPMENT SALES AND SERVICE LTD.,380 GRAYS RD  HAMILTON ON,2022/11/03 09:35:42+00,21 299495 00 1R,Public Garage
287,C - Service Station,CHRIS'S GARAGE INC,445 BARTON ST  STONEY CREEK ON,2022/10/18 00:00:00+00,14 170521 07 1R,Public Garage
288,Multiple Use Garage,CHUCKS SERVICE CENTRE & AUTO SALES INC.,804 KING ST E  HAMILTON ON,2022/08/01 00:00:00+00,14 276057 07 1R,Public Garage
289,B2 - Motor Repair,CINO AUTO REPAIRS INC,499 BARTON ST  STONEY CREEK ON,2022/06/21 00:00:00+00,14 170558 07 1R,Public Garage
290,A - New/Used Vehicle Sales,CITY MAX MOTORS,147 HWY 8  STONEY CREEK ON,2022/06/24 11:26:37+00,21 299196 00 1R,Public Garage
291,B2 - Motor Repair,COLIN LUCARELLI LIMITED O/A LUCARELLI AUTO TECH,293 BARTON ST  STONEY CREEK ON L8E 2K7,2022/11/26 00:00:00+00,14 277559 07 1R,Public Garage
292,Multiple Use Garage,COMMON SENSE AUTOMOTIVE INC,702 KING ST E  HAMILTON ON,2022/10/04 00:00:00+00,14 187845 07 1R,Public Garage
293,B2 - Motor Repair,COMPETITION TRAILERS MFG,24 GARDEN AVE  STONEY CREEK ON,2022/03/04 16:12:42+00,19 295602 02 1R,Public Garage
294,A - New/Used Vehicle Sales,COMPLETE AUTO SALVAGE MANAGEMENT  INC.,11 GREENFORD DR  HAMILTON ON L8G 2G4,2022/11/06 00:00:00+00,15 124369 07 1R,Public Garage
295,A - New/Used Vehicle Sales,CONPIRE CORP O/A H TOWING,529 GAGE AVE N  HAMILTON ON,2022/08/25 14:44:12+00,19 296674 02 1R,Public Garage
296,B2 - Motor Repair,CONTRANS FLATBED GROUP,89 GLOW AVE  HAMILTON ON,2022/03/19 11:15:53+00,19 295523 02 1R,Public Garage
297,B2 - Motor Repair,CREATIVE AUTOMOTIVE INC,447 CANNON ST E  HAMILTON ON,2022/11/12 00:00:00+00,14 279091 07 1R,Public Garage
298,A - New/Used Vehicle Sales,CRESCENT AUTO SALES REPAIR & DETAILING INC,255 LANCING DR  HAMILTON ON,2022/07/26 09:41:35+00,18 294560 03 1R,Public Garage
