OBJECTID,SUB_DESCRIPTION,BUSINESS_NAME,BUSINESS_ADDRESS,EXPIRY_DATE,LICENSE_NUMBER,LICENSE_TYPE
1039,Restaurant,REDBERRY CALIENTE RESTAURANTS LP O/A TACO BELL,677 UPPER JAMES ST  HAMILTON ON,2022/10/25 00:00:00+00,21 299454 00 1J,Eating Establishment
1040,Restaurant,REDBERRY CROWN RESTAURANTS LP,210 CENTENNIAL PKWY N  HAMILTON ON L8E 1H8,2022/11/18 00:00:00+00,19 296871 02 1J,Eating Establishment
1041,Restaurant Take-Out,REDBERRY CROWN RESTAURANTS LP,2 KING ST W  HAMILTON ON,2022/12/05 00:00:00+00,19 296872 02 1J,Eating Establishment
1042,Restaurant with Liquor Service,REDCHURCH CAFE GALLERY LTD,66 KING ST E  HAMILTON ON,2022/05/11 00:00:00+00,17 291852 04 1J,Eating Establishment
1043,Restaurant Take-Out,REGINA'S PIZZA AND GRILL,48 LECKIE AVE  STONEY CREEK ON L8J 2S7,2022/07/24 00:00:00+00,17 292391 04 1J,Eating Establishment
1044,Restaurant with Liquor Service,RESTO CHEZ CHLOE INC O/A RESTO CHEZ CHLOE,34 HESS ST S  HAMILTON ON,2022/10/28 00:00:00+00,20 298115 01 1J,Eating Establishment
1045,Restaurant with Liquor Service,RISE ABOVE PIZZA HAMILTON INC.,274 JAMES ST N  HAMILTON ON L8R 2L3,2022/09/17 00:00:00+00,19 296595 02 1J,Eating Establishment
1046,Restaurant with Liquor Service,ROCK CHAPEL GOLF CENTRE INC. O/A ROCK CHAPEL GOLF CENTRE,167 HWY 5 W  FLAMBOROUGH ON,2022/07/25 00:00:00+00,14 283266 07 1J,Eating Establishment
1047,Restaurant with Liquor Service,ROJ GROUP INC O/A REAL BURGER,94 DUNDAS ST E  FLAMBOROUGH ON,2022/06/14 00:00:00+00,17 292404 04 1J,Eating Establishment
1048,Restaurant,ROMA BAKERY,233 BARTON ST  STONEY CREEK ON,2022/07/06 00:00:00+00,14 170412 07 1J,Eating Establishment
1049,Restaurant Take-Out,ROMANA PIZZA - WINGS INC.,910 QUEENSTON RD  STONEY CREEK ON L8G 1B5,2022/09/22 00:00:00+00,17 292760 04 1J,Eating Establishment
1050,Restaurant,RONY'S ,312 GRAYS RD  HAMILTON ON L8E 1V5,2022/06/22 00:00:00+00,16 290854 05 1J,Eating Establishment
1051,Restaurant with Liquor Service,ROSEDALE SPORTSBAR & EATERY,876 LAWRENCE RD  HAMILTON ON,2022/04/19 00:00:00+00,14 280845 06 1J,Eating Establishment
1052,Restaurant with Liquor Service,ROSS & MAUE GOLF LTD O/A OAK GABLES GOLF CLUB,1505 WILSON ST W  ANCASTER ON,2022/04/30 00:00:00+00,15 178842 06 1J,Eating Establishment
1053,Lunch Counter,ROWAT'S NICHE INC.  O/A TCBY,1059 KING ST W  HAMILTON ON L8S 1L8,2022/06/08 00:00:00+00,14 144540 07 1J,Eating Establishment
1054,Restaurant with Liquor Service,ROYAL BOTAICAL GARDENS,1185 YORK BLVD  HAMILTON ON,2022/09/19 00:00:00+00,16 290929 05 1J,Eating Establishment
1055,Restaurant Take-Out,ROYAL PIZZA & WINGS,826 QUEENSTON RD  STONEY CREEK ON L8G 4A8,2022/08/20 00:00:00+00,14 222216 07 1J,Eating Establishment
1056,Restaurant,ROYAL SPICE INC.,1443 MAIN ST E  HAMILTON ON,2022/02/08 00:00:00+00,18 295452 02 1J,Eating Establishment
1057,Restaurant with Liquor Service,ROYAL TENACITY INC O/A SYMPOSIUM CAFE,1146 WILSON ST W  ANCASTER ON L9G 3K9,2022/12/03 00:00:00+00,15 290336 06 1J,Eating Establishment
1058,Restaurant with Liquor Service,RSON DINNER INC O/A THE BOMBAY GRILL,1070 STONE CHURCH RD E  HAMILTON ON L8W 3K8,2022/02/12 00:00:00+00,16 290584 05 1J,Eating Establishment
1059,Restaurant Take-Out,RUFFIANO HOLDINGS INC. O/A DONATO ITALIAN STREET FOOD ,1275 BARTON ST E  HAMILTON ON L8H 2V4,2022/10/08 00:00:00+00,21 299635 00 1J,Eating Establishment
1060,Restaurant,RUSTIN REUBEN ONTARIO INC ,180 JAMES ST S  HAMILTON ON L8P 4V1,2022/07/16 00:00:00+00,19 296002 02 1J,Eating Establishment
1061,Restaurant Take-Out,RUTVI & ANVI INC O/A PAPA JOHNS PIZZA,1096 BARTON ST E  HAMILTON ON L8H 2V1,2022/10/25 00:00:00+00,19 296823 02 1J,Eating Establishment
1062,Restaurant,RYAN SGRO ENTERPRISES INC O/A MCDONALD'S,90 DUNDAS ST E  FLAMBOROUGH ON,2022/06/26 00:00:00+00,14 286344 07 1J,Eating Establishment
1063,Restaurant,RYAN SGRO ENTERPRISES INC O/A MCDONALD'S,115 HAMILTON ST N  FLAMBOROUGH ON L8B 1A8,2022/02/05 00:00:00+00,14 286345 06 1J,Eating Establishment
1064,Restaurant,RYKIT MANAGEMENT LTD O/A TIM HORTONS,1317 BARTON ST E  HAMILTON ON L8H 2V4,2022/06/06 00:00:00+00,13 282319 07 1J,Eating Establishment
1065,Restaurant Take-Out,SAAVI INC. O/A BASKIN ROBBINS,1356 SOUTH SERVICE RD  STONEY CREEK,2022/09/03 00:00:00+00,21 299160 00 1J,Eating Establishment
1066,Restaurant,SADHANA LOGISTIC INC. O/A SUBWAY,905 RYMAL RD E  HAMILTON ON L8W 3M2,2022/05/30 00:00:00+00,14 286268 07 1J,Eating Establishment
1067,Restaurant,SADIMA INC. O/A SWISS CHALET,1317 UPPER JAMES ST  HAMILTON ON,2022/06/20 00:00:00+00,14 203113 07 1J,Eating Establishment
1068,Restaurant,SAI SIDDHIVINAYAKA INC. O/A QUESADA BURRITOS & TACOS,1080 WILSON ST W  ANCASTER ON,2022/08/29 00:00:00+00,19 296397 02 1J,Eating Establishment
1069,Restaurant,SALCOR CONSTRUCTION LTD. O/A CC SWIRLS,826 QUEENSTON RD  STONEY CREEK ON L8G 4A8,2022/12/09 00:00:00+00,15 288299 06 1J,Eating Establishment
1070,Restaurant Take-Out,SALL SWEETS,214 BARTON ST  STONEY CREEK ON,2022/07/16 00:00:00+00,15 287826 06 1J,Eating Establishment
1071,Restaurant,SALT LICK INC,282 JAMES ST N  HAMILTON ON L8R 2L3,2022/02/24 00:00:00+00,14 286932 06 1J,Eating Establishment
1072,Restaurant Take-Out,SANA GRILL,969 FENNELL AVE E  HAMILTON ON L8T 1R1,2022/03/07 00:00:00+00,15 283914 06 1J,Eating Establishment
1073,Restaurant,SARAHKODA INC. O/A PITA PIT,1317 BARTON ST E  HAMILTON ON L8H 2V4,2022/07/16 00:00:00+00,20 297848 01 1J,Eating Establishment
1074,Restaurant Take-Out,SATYANARAYAN INC O/A SUBWAY,5 6TH CON RD E  FLAMBOROUGH ON,2022/11/24 00:00:00+00,17 293358 04 1J,Eating Establishment
1075,Restaurant with Liquor Service,SCOUT CAFE,100 KING ST W  STONEY CREEK ON L8G 1J1,2022/05/12 00:00:00+00,15 179289 07 1J,Eating Establishment
1076,Restaurant,SEMMY'S PLACE O/A SAMMY'S PLACE,2 CAMERON DR  ANCASTER ON,2022/06/16 00:00:00+00,13 278521 07 1J,Eating Establishment
1077,Restaurant Take-Out,SENSATIONAL SAMOSA LTD,51 KING ST W  DUNDAS ON,2022/09/19 00:00:00+00,18 294622 02 1J,Eating Establishment
1078,Restaurant with Liquor Service,SEOUL FINE FOOD,35 WILSON ST W  ANCASTER ON L9G 1N1,2022/03/18 00:00:00+00,21 298801 00 1J,Eating Establishment
1079,Restaurant Take-Out,SERVOMATION INC. O/A CENTERPLATE,64 MELROSE AVE N  HAMILTON ON,2022/06/23 00:00:00+00,20 297374 01 1J,Eating Establishment
1080,Restaurant Take-Out,SERWATUK ENTERPRISES INC O/A LITTLE CAESAR'S PIZZA,581 MAIN ST E 3 HAMILTON ON L8M 1H9,2022/10/24 00:00:00+00,19 296916 02 1J,Eating Establishment
1081,Restaurant,SHADY GROVE LUKAYA CAFE,592 UPPER WELLINGTON ST  HAMILTON ON,2022/04/21 00:00:00+00,15 287201 06 1J,Eating Establishment
1082,Restaurant with Liquor Service,SHAKESPEARE'S STEAK & SEAFOOD HOUSE,181 MAIN ST E  HAMILTON ON,2022/04/19 00:00:00+00,15 125065 07 1J,Eating Establishment
1083,Restaurant,SHARROS PROPERTIES LTD O/A TIM HORTONS,145 HAMILTON ST N  FLAMBOROUGH ON,2022/04/26 00:00:00+00,15 278199 06 1J,Eating Establishment
1084,Restaurant with Liquor Service,SHED BREWING COMPANY LTD. O/A SHAWN & ED BREWING CO.,65 HATT ST  DUNDAS ON,2022/04/19 00:00:00+00,21 298799 00 1J,Eating Establishment
1085,Restaurant,SHISHA KAIF INC,592 UPPER JAMES ST  HAMILTON ON,2022/10/05 00:00:00+00,19 296472 01 1J,Eating Establishment
1086,Restaurant,SHREE KHODIYAR INC O/A PITA PIT,49 KING ST E  DUNDAS ON L9H 1B7,2022/02/25 00:00:00+00,20 297516 01 1J,Eating Establishment
1087,Restaurant,SIR CORP O/A JACKS ASTOR'S BAR & GRILL,839 GOLF LINKS RD  ANCASTER ON,2022/06/29 00:00:00+00,14 178118 07 1J,Eating Establishment
1088,Restaurant with Liquor Service,SIR CORP O/A JACKS ASTOR'S BAR & GRILL,75 CENTENNIAL PKWY N  HAMILTON ON L8E 2P2,2022/03/22 00:00:00+00,15 275487 06 1J,Eating Establishment
1089,Restaurant Take-Out,SIZZLING SZALAI INC O/A LITTLE CAESARS,1685 MAIN ST W  HAMILTON ON L8S 1G5,2022/02/05 00:00:00+00,20 297274 01 1J,Eating Establishment
1090,Restaurant with Liquor Service,SKARRATT PROMOTIONS INC O/A MASQUE VILLAGE PIZZA,13 HESS ST S  HAMILTON ON,2022/07/21 00:00:00+00,14 146869 07 1J,Eating Establishment
1091,Restaurant,SKYWAY FOODS CORP O/A HARVEYS RESTAURANT,480 FENNELL AVE E  HAMILTON ON L8V 1T1,2022/07/24 00:00:00+00,14 276998 07 1J,Eating Establishment
1092,Restaurant,SKYWAY FOODS CORP O/A HARVEY'S RESTAURANT,1317 UPPER JAMES ST  HAMILTON ON,2022/10/17 00:00:00+00,14 278413 07 1J,Eating Establishment
1093,Restaurant Take-Out,SOUL RESTAURANTS CANADA INC O/A KENTUCKY FRIED CHICKEN,307 CANNON ST E  HAMILTON ON,2022/08/10 00:00:00+00,14 282638 07 1J,Eating Establishment
1094,Restaurant Take-Out,SOUL RESTAURANTS CANADA INC O/A KENTUCKY FRIED CHICKEN,45 PARKDALE AVE N  HAMILTON ON,2022/04/15 00:00:00+00,14 282639 06 1J,Eating Establishment
1095,Restaurant,SOUL RESTAURANTS CANADA INC O/A KENTUCKY FRIED CHICKEN,133 HWY 8  STONEY CREEK ON,2022/10/01 00:00:00+00,14 282644 07 1J,Eating Establishment
1096,Restaurant,SOUL RESTAURANTS CANADA INC O/A KENTUCKY FRIED CHICKEN,580 MOHAWK RD W  HAMILTON ON,2022/05/17 00:00:00+00,14 284458 07 1J,Eating Establishment
1097,Restaurant,SOUL RESTAURANTS CANADA INC O/A KFC,1428 UPPER JAMES ST  HAMILTON ON,2022/07/02 00:00:00+00,14 284330 07 1J,Eating Establishment
1098,Restaurant,SOUL RESTAURANTS CANADA INC O/A KFC,829 PARAMOUNT DR F STONEY CREEK ON,2022/09/30 00:00:00+00,16 291141 05 1J,Eating Establishment
1099,Restaurant,SOUL RESTAURANTS CANADA INC. O/A KFC,809 UPPER GAGE AVE  HAMILTON ON L8V 4K5,2022/06/26 00:00:00+00,14 284447 07 1J,Eating Establishment
1100,Restaurant,SOUL RESTAURANTS CANADA INC. O/A KFC,856 BARTON ST E  HAMILTON ON,2022/12/10 00:00:00+00,19 296786 02 1J,Eating Establishment
1101,Restaurant Take-Out,SOUTH PACIFIC RESTAURANT INC.,469 FENNELL AVE E  HAMILTON ON L8V 1S8,2022/07/03 00:00:00+00,14 279969 07 1J,Eating Establishment
1102,Restaurant Take-Out,"SPC-OTB, INC O/A LITTLE CAESARS",675 RYMAL RD E  HAMILTON ON,2022/09/09 00:00:00+00,19 295872 02 1J,Eating Establishment
1103,Restaurant Take-Out,"SPC-OTB, INC O/A LITTLE CAESARS",969 UPPER OTTAWA ST  HAMILTON ON L8T 4V9,2022/09/09 00:00:00+00,19 296464 02 1J,Eating Establishment
1104,Restaurant,"SPC-OTB, INC O/A LITTLE CAESARS",930 UPPER PARADISE RD  HAMILTON ON L5H 1B2,2022/09/09 00:00:00+00,19 296465 02 1J,Eating Establishment
1105,Restaurant Take-Out,SPEEDY SUBS,560 CONCESSION ST  HAMILTON ON,2022/11/10 00:00:00+00,14 280663 07 1J,Eating Establishment
1106,Restaurant with Liquor Service,SPUR'S RESTAURANT & TAVERN LTD.,188 BARTON ST  STONEY CREEK ON,2022/09/06 00:00:00+00,14 170414 07 1J,Eating Establishment
1107,Restaurant,ST. JOSEPH'S VILLA,56 GOVERNORS RD  DUNDAS ON,2022/06/21 00:00:00+00,14 170906 07 1J,Eating Establishment
1108,Restaurant,STARBUCKS #4279,737 GOLF LINKS RD  ANCASTER ON,2022/08/16 00:00:00+00,14 179790 07 1J,Eating Establishment
1109,Restaurant,STARBUCKS COFFEE CANADA INC,1341 MAIN ST W  HAMILTON ON L8S 1C6,2022/06/17 00:00:00+00,13 282872 07 1J,Eating Establishment
1110,Restaurant,STARBUCKS COFFEE CANADA INC,1405 UPPER JAMES ST  HAMILTON ON,2022/10/26 00:00:00+00,20 297831 01 1J,Eating Establishment
1111,Restaurant,STARBUCKS COFFEE CANADA INC,1796 STONE CHURCH RD E  STONEY CREEK ON,2022/11/23 00:00:00+00,20 298359 01 1J,Eating Establishment
1112,Restaurant,STARBUCKS COFFEE CANADA INC O/A STARBUCKS COFFEE,1508 UPPER JAMES ST  HAMILTON ON,2022/02/15 00:00:00+00,14 132041 06 1J,Eating Establishment
1113,Restaurant,STARBUCKS COFFEE CANADA INC O/A STARBUCKS COFFEE,158 LOCKE ST S  HAMILTON ON,2022/05/14 00:00:00+00,14 276823 07 1J,Eating Establishment
1114,Restaurant,STARBUCKS COFFEE CANADA INC O/A STARBUCKS COFFEE,1100 WILSON ST W  ANCASTER ON,2022/09/03 00:00:00+00,14 277380 07 1J,Eating Establishment
1115,Restaurant,STARBUCKS COFFEE CANADA INC O/A STARBUCKS COFFEE,999 UPPER WENTWORTH ST  HAMILTON ON L9A 4X5,2022/06/15 00:00:00+00,17 292394 04 1J,Eating Establishment
1116,Restaurant,STARBUCKS COFFEE CANADA INC O/A STARBUCKS COFFEE,151 YORK BLVD  HAMILTON ON,2022/10/12 00:00:00+00,17 292398 04 1J,Eating Establishment
1117,Restaurant,STARBUCKS COFFEE CANADA INC O/A STARBUCKS COFFEE,112 KING ST E  HAMILTON ON,2022/04/20 00:00:00+00,18 294000 03 1J,Eating Establishment
1118,Restaurant,STARBUCKS COFFEE CANADA INC O/A STARBUCKS COFFEE,90 HWY 8  STONEY CREEK ON L8G 4H3,2022/12/18 00:00:00+00,18 295128 03 1J,Eating Establishment
1119,Restaurant,STARBUCKS COFFEE CANADA INC O/A STARBUCKS COFFEE,1350 SOUTH SERVICE RD  STONEY CREEK,2022/04/22 00:00:00+00,18 295130 02 1J,Eating Establishment
1120,Restaurant Take-Out,STARBUCKS COFFEE CANADA INC O/A STARBUCKS COFFEE # 4980,1783 STONE CHURCH RD E 3 STONEY CREEK ON,2022/03/11 00:00:00+00,14 277695 06 1J,Eating Establishment
1121,Restaurant,STARBUCKS COFFEE CANADA INC O/A STARBUCKS COFFEE #4979,6 CLAPPISON AVE  FLAMBOROUGH ON,2022/04/15 00:00:00+00,15 278131 06 1J,Eating Establishment
1122,Restaurant,STARWOOD SEAFOOD & GRILL,1686 MAIN ST W  HAMILTON ON L8S 1G4,2022/09/18 00:00:00+00,20 297304 01 1J,Eating Establishment
1123,Restaurant,STEELTOWN DONUTS LIMITED O/A TIM HORTONS,510 CENTENNIAL PKWY N  HAMILTON ON,2022/10/10 00:00:00+00,14 282526 07 1J,Eating Establishment
1124,Restaurant,STEVES OPEN KITCHEN,149 JAMES ST S  HAMILTON ON,2022/05/07 00:00:00+00,13 283730 07 1J,Eating Establishment
1125,Restaurant with Liquor Service,STONEROADS BAR & GRILL INC.,533 CONCESSION ST  HAMILTON ON,2022/08/24 00:00:00+00,14 281215 07 1J,Eating Establishment
1126,Restaurant,STVS INC. 2859738 O/A MCDONALD'S RESTAURANT,9 UPPER CENTENNIAL PKWY  STONEY CREEK ON,2023/01/21 00:00:00+00,21 299936 00 1J,Eating Establishment
1127,Restaurant,SUBWAY,1000 UPPER GAGE AVE  HAMILTON ON L8V 4K9,2022/05/13 00:00:00+00,13 283194 07 1J,Eating Establishment
1128,Restaurant,SUBWAY SANDWICHES,651 UPPER JAMES ST B1 HAMILTON ON,2022/06/13 00:00:00+00,15 125356 07 1J,Eating Establishment
1129,Restaurant,SUBWAY SANDWICHES & SALADS,301 FRUITLAND RD  STONEY CREEK ON L8E 5M1,2022/11/29 00:00:00+00,14 241345 07 1J,Eating Establishment
1130,Restaurant,SUBWAY SANDWICHES & SALADS,1333 MAIN ST W  HAMILTON ON L8S 1C6,2022/02/09 00:00:00+00,16 125392 06 1J,Eating Establishment
1131,Restaurant Take-Out,SUPER PIZZA & WINGS INC.,1531 BARTON ST E  HAMILTON ON L8H 2X5,2022/02/22 00:00:00+00,15 287970 05 1J,Eating Establishment
1132,Restaurant Take-Out,SUPER TORINO'S 2 FOR 1 PIZZA & WINGS,521 HWY 8  STONEY CREEK ON L8G 1G4,2022/03/25 00:00:00+00,15 279524 06 1J,Eating Establishment
1133,Restaurant Take-Out,SUSHI BAR FORTINO'S STORE #91,21 UPPER CENTENNIAL PKWY  STONEY CREEK ON L8J 3W2,2022/10/12 00:00:00+00,14 283418 07 1J,Eating Establishment
1134,Restaurant Take-Out,SUSHI ON INC O/A SUSHI ON FENNELL,669 FENNELL AVE E  HAMILTON ON L8V 1V3,2022/04/24 00:00:00+00,20 297695 01 1J,Eating Establishment
1135,Restaurant with Liquor Service,SWEET &  SAVOURY GOURMET FOOD AND CANDY INC. O/A CANDI WERX,605 CONCESSION ST  HAMILTON ON,2022/06/23 00:00:00+00,21 298835 00 1J,Eating Establishment
1136,Restaurant,SWEETSPOT CORP. O/A BUBBLE TEA SHOP,1045 KING ST W  HAMILTON ON L8S 1L6,2022/02/25 00:00:00+00,18 295283 02 1J,Eating Establishment
1137,Restaurant,SWSUN INVESTING INC. O/A MANGO KITCHEN,35 KING ST E  HAMILTON ON L8R 1N3,2022/11/21 00:00:00+00,18 294669 03 1J,Eating Establishment
1138,Restaurant Take-Out,T & P DEVELOPMENTS LTD. O/A TONYS CORNER,314 QUEENSTON RD F HAMILTON ON L8K 1H5,2022/11/07 00:00:00+00,13 282148 07 1J,Eating Establishment
1139,Restaurant,TACOS SON VIDA LTD. O/A QUESADA BURRITOS AND TACOS,80 DUNDAS ST E  FLAMBOROUGH ON,2022/11/23 00:00:00+00,21 299668 00 1J,Eating Establishment
1140,Restaurant,TALA GROUP INC O/A MOUNTAIN BURGER,969 UPPER OTTAWA ST  HAMILTON ON L8T 4V9,2022/12/08 00:00:00+00,21 299820 00 1J,Eating Establishment
1141,Restaurant Take-Out,TALL TREE SANDWICH COMPANY INC,1000 KING ST E  HAMILTON ON,2022/04/30 00:00:00+00,19 295966 02 1J,Eating Establishment
1142,Restaurant with Liquor Service,TAPS TAVERN& EATERY LTD O/A TAPS BAR & GRILL,128 PARKDALE AVE N  HAMILTON ON L8H 5X2,2022/10/01 00:00:00+00,14 285059 07 1J,Eating Establishment
1143,Restaurant,TEA AT THE WHITE HOUSE,35 MAIN ST N  FLAMBOROUGH ON,2022/10/20 00:00:00+00,17 292902 04 1J,Eating Establishment
1144,Restaurant,TEA WITH YOU,925 KING ST W  HAMILTON ON L8S 1K7,2022/06/22 00:00:00+00,20 297766 01 1J,Eating Establishment
1145,Restaurant Take-Out,TEAM CHEF LIFE CORPORATION,260 KENILWORTH AVE N  HAMILTON ON,2022/05/11 00:00:00+00,20 298128 00 1J,Eating Establishment
1146,Restaurant,TEMMY'S KITCHEN,303 YORK BLVD  HAMILTON ON L8R 3K5,2022/05/25 00:00:00+00,21 298994 00 1J,Eating Establishment
1147,Restaurant,TERCAS LTD. O/A TIM HORTONS,65 OTTAWA ST N  HAMILTON ON,2023/01/12 00:00:00+00,20 298410 01 1J,Eating Establishment
1148,Restaurant with Liquor Service,THAI TAMARIND,1654 WILSON ST W  ANCASTER ON,2022/06/13 00:00:00+00,17 292163 04 1J,Eating Establishment
1149,Restaurant with Liquor Service,THAI WATERDOWN,283 DUNDAS ST E  FLAMBOROUGH ON,2022/07/24 00:00:00+00,17 292636 04 1J,Eating Establishment
1150,Restaurant with Liquor Service,THAT'S MY JAM INC,51 KING WILLIAM ST  HAMILTON ON L8R 1A2,2022/05/07 00:00:00+00,21 298726 00 1J,Eating Establishment
1151,Restaurant,THE ABERDEEN RESTAURANT INC. O/A ABERDEEN TAVERN,432 ABERDEEN AVE  HAMILTON ON L8P 2S2,2022/05/08 00:00:00+00,14 286193 07 1J,Eating Establishment
1152,Restaurant with Liquor Service,The Bard and Bear Games Cafe,237 JAMES ST N  HAMILTON ON,2022/12/06 00:00:00+00,21 299455 00 1J,Eating Establishment
1153,Restaurant with Liquor Service,THE BRAIN,199 JAMES ST N  HAMILTON ON,2022/06/28 00:00:00+00,13 279150 07 1J,Eating Establishment
1154,Restaurant,THE BURNT TONGUE INC,10 CANNON ST E  HAMILTON ON,2022/09/12 00:00:00+00,14 285010 07 1J,Eating Establishment
1155,Restaurant,THE BURNT TONGUE ON LOCKE INC,182 LOCKE ST S  HAMILTON ON L8R 4B3,2022/05/31 00:00:00+00,16 290726 05 1J,Eating Establishment
1156,Restaurant with Liquor Service,THE CAPITOL BAR,973 KING ST E  HAMILTON ON,2022/07/04 00:00:00+00,17 291986 04 1J,Eating Establishment
1157,Restaurant,THE COOKHOUSE BISTRO INC,787 OLD HWY 8  FLAMBOROUGH ON,2022/08/23 00:00:00+00,14 172006 07 1J,Eating Establishment
1158,Restaurant with Liquor Service,The Diplomat Inc.,43 KING WILLIAM ST  HAMILTON ON L8W 4A9,2022/12/01 00:00:00+00,17 293346 04 1J,Eating Establishment
1159,Restaurant Take-Out,THE FLYIN GNOSH,35 YORK BLVD  HAMILTON ON,2022/12/20 00:00:00+00,17 293384 04 1J,Eating Establishment
1160,Restaurant,THE GATE OF INDIA RESTAURANT LIMITED O/A GATE OF INDIA,201 JAMES ST N  HAMILTON ON,2022/11/16 00:00:00+00,14 137997 07 1J,Eating Establishment
1161,Restaurant,THE HAMILTON YWCA O/A POOL SIDE CAFE,75 MACNAB ST S  HAMILTON ON,2022/07/30 00:00:00+00,15 125060 07 1J,Eating Establishment
1162,Restaurant with Liquor Service,THE HEARTY HOOLIGAN,292 OTTAWA ST N  HAMILTON ON,2022/11/10 00:00:00+00,17 293131 04 1J,Eating Establishment
1163,Restaurant,THE HIMALYA RESTAURANT,160 CENTENNIAL PKWY N  HAMILTON ON,2022/11/19 00:00:00+00,15 125507 07 1J,Eating Establishment
1164,Restaurant with Liquor Service,THE HUNGRY TRAVELER,649 MAIN ST W  HAMILTON ON L8P 1A2,2022/04/24 00:00:00+00,18 293916 03 1J,Eating Establishment
1165,Restaurant,THE JUICE KITCHEN,560 CONCESSION ST  HAMILTON ON,2022/05/31 00:00:00+00,17 292218 04 1J,Eating Establishment
1166,Restaurant with Liquor Service,THE K2 GROUP LTD O/A KAMOOSH BISTRO,34 MAIN ST N  FLAMBOROUGH ON L6X 1M8,2022/04/16 00:00:00+00,17 293452 03 1J,Eating Establishment
1167,Restaurant with Liquor Service,THE MANCALA MONK,1229 CANNON ST E  HAMILTON ON L8H 1T8,2022/11/16 00:00:00+00,15 288090 06 1J,Eating Establishment
1168,Restaurant with Liquor Service,THE MULE,41 KING WILLIAM ST  HAMILTON ON L8R 1A2,2022/09/09 00:00:00+00,15 287639 06 1J,Eating Establishment
1169,Restaurant Take-Out,THE PARM HOUSE,272 KENILWORTH AVE N  HAMILTON ON,2022/11/04 00:00:00+00,19 296918 02 1J,Eating Establishment
1170,Restaurant Take-Out,THE PURPLE PONY LTD.,346 WILSON ST E  ANCASTER ON,2022/03/27 00:00:00+00,14 274836 06 1J,Eating Establishment
1171,Restaurant with Liquor Service,THE SHIP,23 AUGUSTA ST  HAMILTON ON,2022/07/03 00:00:00+00,14 278473 07 1J,Eating Establishment
1172,Restaurant Take-Out,THE SOUP STOP,1 YOUNG ST  HAMILTON ON L8N 1T8,2022/08/24 00:00:00+00,15 287895 06 1J,Eating Establishment
1173,Restaurant with Liquor Service,THE STOP RESTAURANT BAR & GRILL LTD.,1042 BARTON ST E  HAMILTON ON,2022/03/18 00:00:00+00,14 278678 06 1J,Eating Establishment
1174,Restaurant with Liquor Service,"THE SWINGING DOLPHIN SEAFOOD, O/A YE OLDE SQUIRES",550 FENNELL AVE E  HAMILTON ON L8V 1T1,2022/05/16 00:00:00+00,15 125453 07 1J,Eating Establishment
1175,Restaurant with Liquor Service,THE UNIVERSITY CLUB OF MCMASTER,1280 MAIN ST W  HAMILTON ON L8S 4K1,2022/08/14 00:00:00+00,15 125017 07 1J,Eating Establishment
1176,Restaurant with Liquor Service,THE VENU BAR & LOUNGE INC,627 KING ST E  HAMILTON ON,2022/08/06 00:00:00+00,19 296949 00 1J,Eating Establishment
1177,Restaurant with Liquor Service,THE WELL HAMILTON INC,161 WELLINGTON ST N  HAMILTON ON,2022/11/02 00:00:00+00,21 299403 00 1J,Eating Establishment
1178,Restaurant Take-Out,THE WELL HAMILTON INC,161 WELLINGTON ST N  HAMILTON ON,2022/08/26 00:00:00+00,21 299405 00 1J,Eating Establishment
1179,Restaurant,TIGSTREATS INC O/A DAIRY QUEEN,1015 GOLF LINKS RD  ANCASTER ON L9K 1L6,2023/01/10 00:00:00+00,19 297111 02 1J,Eating Establishment
1180,Restaurant,TIM HORTON DONUTS,1242 HWY 8  STONEY CREEK ON,2022/11/29 00:00:00+00,14 169503 07 1J,Eating Establishment
1181,Restaurant,TIM HORTON DONUTS,255 DUNDAS ST E  FLAMBOROUGH ON L0R 2H1,2022/11/29 00:00:00+00,14 172035 07 1J,Eating Establishment
1182,Restaurant,TIM HORTON DONUTS,257 MAIN ST E  HAMILTON ON,2022/08/13 00:00:00+00,15 125090 07 1J,Eating Establishment
1183,Restaurant,TIM HORTON DONUTS,315 CENTENNIAL PKWY N  HAMILTON ON L8E 2X3,2022/06/25 00:00:00+00,15 125373 07 1J,Eating Establishment
1184,Restaurant,TIM HORTON DONUTS,25 RYMAL RD W  HAMILTON ON,2022/05/02 00:00:00+00,15 125389 07 1J,Eating Establishment
1185,Restaurant,TIM HORTON DONUTS,505 RYMAL RD E   B HAMILTON ON L9B 1B7,2022/05/02 00:00:00+00,15 125539 07 1J,Eating Establishment
1186,Restaurant Take-Out,TIM HORTON DONUTS   O/A ENTERPRISE 1000 INC,999 UPPER WENTWORTH ST  HAMILTON ON L9A 4X5,2022/04/03 00:00:00+00,15 123529 07 1J,Eating Establishment
1187,Restaurant,TIM HORTON DONUTS/PIONEER FD SERV LD,1600 BARTON ST E  HAMILTON ON,2022/05/22 00:00:00+00,15 125279 07 1J,Eating Establishment
1188,Restaurant,TIM HORTONS,327 FRUITLAND RD  STONEY CREEK ON,2022/10/31 00:00:00+00,13 282985 07 1J,Eating Establishment
1189,Restaurant,TIM HORTONS,1188 RYMAL RD E  HAMILTON ON L8W 3N7,2022/11/12 00:00:00+00,14 125376 08 1J,Eating Establishment
1190,Restaurant,TIM HORTONS,634 PARKDALE AVE N  HAMILTON ON L8H 5Z3,2022/08/27 00:00:00+00,15 125348 07 1J,Eating Establishment
