licence number,establishment name,location address line 1,location address line 2,location address  city,location postal code,licence type,licence subtype,capacity
306921,Frankie's Modern Diner,38-910 Government St,,VICTORIA,V8W1X3,Food Primary,,194
302015,Frankly Coffee And Bistro,437 Lansdowne Street,,KAMLOOPS,V2C1Y2,Food Primary,,98
117257,Fraser Arms Hotel,1450 Marine Dr SW,,VANCOUVER,V6P5Z9,Liquor Primary,,30
033146,Fraser Court Seafood Restaurant,3469 Fraser St,,VANCOUVER,V5V4C3,Food Primary,,406
195464,Fraser Heights Wine Cellar ,401/402 16033 108th Avenue,,SURREY,V4N1P2,Licensee Retail Store,,
202829,Fraser Highway Brewmasters,20323 Fraser Highway,,LANGLEY,V3A4E6,UBrew/UVin,,
195157,Fraser Hwy Liquor Store,48115 Trans Canada Hwy,,BOSTON BAR,V0K1C0,Licensee Retail Store,,
014867,Fraser Inn,285 Donald Road,,WILLIAMS LAKE,V2G4K4,Liquor Primary,,224
098114,Fraser Inn,285 Donald Road,,WILLIAMS LAKE,V2G4K4,Food Primary,,260
194937,Fraser Inn Beer & Wine Store,245 Donald Road,,WILLIAMS LAKE,V2G4K4,Licensee Retail Store,,
025753,Fraser Lake Inn Pub,111 Chowsunket St,,FRASER LAKE,V0J1S0,Liquor Primary,,60
306654,Fraser River Fishing Lodge,7984 McDonald Road,,AGASSIZ,V0M1A2,Liquor Primary,,267
306678,Fraser Valley Cider Company,22128 16 Avenue,,LANGLEY,V2Z1L3,Manufacturer,Winery,0
009443,Fraser Valley Inn,33790 Essendene Ave,,ABBOTSFORD,V2S2H2,Liquor Primary,,125
079112,Fraser Valley Inn,33790 Essendene Ave,,ABBOTSFORD,V2S2H2,Food Primary,,192
079133,Fraser Valley Inn,33790 Essendene Ave,,ABBOTSFORD,V2S2H2,Liquor Primary,,77
194457,Fraser Valley Inn,33790 Essendene Ave,,ABBOTSFORD,V2S2H2,Licensee Retail Store,,
305417,Fraserview Golf Course,7800 Vivian Drive,,VANCOUVER,V5S2V8,Liquor Primary,,2
305945,Fraserview Hall,8240 Fraser St,,VANCOUVER,V5Y1V4,Catering,,
025224,Fraserview Public Golf Course Club House,7800 Vivian Dr,,VANCOUVER,V5S2V8,Food Primary,,236
066831,"Fraternal Order Of Eagles, Aerie No. 2638",170 W 3rd St,,NORTH VANCOUVER,V7M1E8,Liquor Primary,Club,250
110089,"Fraternal Order of Eagles, Aerie No. 2546",2965 JACOBS RD,RR  6,DUNCAN,V9L4T8,Liquor Primary,Club,153
306808,"Fraternal Order of Eagles, Aerie No. 3097.",1999 14th Avenue,,CAMPBELL RIVER,V9W4J2,Liquor Primary,,730
004335,"Fraternal Order of Eagles, Aerie No. 3453",755 TRANQUILLE RD,,KAMLOOPS,V2B3J3,Liquor Primary,Club,177
164286,"Fraternal Order of Eagles, Aerie No.15",245 Fraser Street,,NANAIMO,V9R5C2,Liquor Primary,Club,60
307597,Frederic Wood Theatre,6354 Crescent Road,,VANCOUVER,V6T1Z2,Liquor Primary,,622
075998,French Creek Harbour Grill ,1 - 1025 Lee Road,,PARKSVILLE,V9P2E1,Food Primary,,297
303649,Frenchies Diner,2470 Main Street,,VANCOUVER,V5T3E2,Food Primary,,50
305724,Frequency,3210 Gulley Road,,KELOWNA,V1W4G4,Manufacturer,Winery,0
302926,Fresh Bowl,1128 Pacific Blvd.,,VANCOUVER,V6Z2X7,Food Primary,,34
306226,Fresh Cafe & Apres,1 - 4430 Red Mountain Rd.,,ROSSLAND,V0G1Y0,Food Primary,,85
307327,Fresh Lemongrass Vietnamese Restaurant,300 A 3107 48th Ave.,,VERNON,V1T3R6,Food Primary,,44
303404,Fresh Slice Pizza,227 Bernard Ave,,KELOWNA,V1Y6N2,Food Primary,,25
307310,Fresh Tandoori Flame Bistro,104 - 4440 West Saanich Rd.,,VICTORIA,V8Z3E9,Food Primary,,46
307094,FreshTAP Co-packing,1565 Vernon Drive,North-West Corner of Warehouse,VANCOUVER,V6A3P8,Manufacturer,Distillery - Co-Packer,0
307347,Freshbox Wok & Sushi,2-605 K.L.O. Rd.,,KELOWNA,V1Y8E7,Food Primary,,30
134980,Frick and Frack,577 Victoria St,,KAMLOOPS,V2C2B1,Food Primary,,209
186383,Friend's BBQ Restaurant,4327 NORTH RD.,,BURNABY,V3N4N3,Food Primary,,130
131575,Friendly Banners Restaurant,1 - 45966 Yale Road,,CHILLIWACK,V2P2M3,Food Primary,,95
038715,Friendly Mike's Pub,8247 Young Road,,CHILLIWACK,V2P6H7,Liquor Primary,,192
191214,Friendly Mike's Pub,8247 Young Road,,CHILLIWACK,V2P6H7,Licensee Retail Store,,
307003,Friends BBQ,3129 Kingsway,,VANCOUVER,V5R5J9,Food Primary,,60
195370,Friends Licensed Liquor Store,2210 Boucherie Road,,West Kelowna,V1Z2E5,Licensee Retail Store,,
174541,Friends Neighbourhood Pub,2210 Boucherie Road,,West Kelowna,V1Z2E5,Liquor Primary,,129
302979,Frog City Cafe,315 Linden Avenue,,KALEDEN,V0H1K0,Food Primary,,88
302717,Frog Peak Cafe,1418 Hwy 6,,CRESCENT VALLEY,V0J2J0,Food Primary,,82
304856,From Scratch A Mountain Kitchen,"Unit 8, 5019 Fairmont Resort Rd.",,FAIRMONT HOT SPRINGS,V0B1L1,Food Primary,,50
305931,Front Street Brasserie,66 Front St,,PENTICTON,V2A1H1,Food Primary,,34
152569,Front Street Pasta Factory,236 Martin Street,,PENTICTON,V2A5K3,Food Primary,,147
195100,Frontiersman Liquor Store,2484 Alberni Hwy,,COOMBS,V0R1M0,Licensee Retail Store,,
016047,Fruitvale Hotel,1938 MAIN ST,,FRUITVALE,V0G1L0,Liquor Primary,,147
215969,Fruitvale Kitchen,1930 MAIN ST,,FRUITVALE,V0G1L1,Food Primary,,82
305065,Fryday Korean Cuisine,2883 Shaughnessy St.,,PORT COQUITLAM,V3L3H1,Food Primary,,44
303432,Fubuki Sushi,315B 3rd Avenue,,INVERMERE,V0A1T0,Food Primary,,32
306768,Fudo Japanese Restaurant,425-777 Royal Oak Dr,,VICTORIA,V8X4V1,Food Primary,,41
306577,Fuego,134-560 Johnson St,,VICTORIA,V8N3C6,Food Primary,,36
301617,Fuel Gastropub and Diner,1890 Columbia Ave,,ROSSLAND,V0G1Y0,Food Primary,,104
306017,Fuel Up Cafe,2000 Jubilee Parkway,,CAMPBELL RIVER,V9W3A9,Food Primary,,30
306677,Fuggles & Warlock Craftworks,103 - 11220 Horseshoe Way,,RICHMOND,V7A4V5,Manufacturer,Brewery,0
305652,Fukasaku of Prince Rupert,Unit B1 215 Cow Bay Rd.,,PRINCE RUPERT,V8J1A2,Food Primary,,43
304772,Fukuda Sushi Japanese Restaurant,10537 King George Boulevard,,SURREY,V3T2X1,Food Primary,,60
130215,Fulin Restaurant,340 Anderson Dr,,QUESNEL,V2J1G2,Food Primary,,125
157195,Furry Creek Golf & Country Club,150 Country Club Road,,FURRY CREEK,V0N3Z2,Food Primary,,781
301694,Furry Creek Golf & Country Club,150 Country Club Road,,FURRY CREEK,V0N3Z2,Liquor Primary,,2
304096,Fusion Robata Restaurant,1039-1163 Pinetree Way,,COQUITLAM,V3B8A9,Food Primary,,52
305831,G & W Distilling ,Unit 7/8 7167 Vantage Way,,DELTA,V4G1K7,Manufacturer,Distillery,0
301634,G Sports Bar and Grill ,1208 Granville Street,,VANCOUVER,V6Z1M4,Food Primary,,137
304411,G-Be Izakaya Japanese Restaurant,4331 Dominion St,,BURNABY,V5G1C7,Food Primary,,69
306179,G-Van Catering,1201 Village Green Way,,SQUAMISH,V8B0R7,Catering,,
069131,G. E. WILSON ARENA,5485 Beaver Harbour Rd,,PORT HARDY,V0N2P0,Liquor Primary,Club,118
163481,G.M. RESTAURANT,3 - 20726 LOUGHEED HWY,,MAPLE RIDGE,V2X2R1,Food Primary,,69
050989,GABBY'S,20297 Fraser Highway,,LANGLEY,V3A8B3,Liquor Primary,,285
032362,GAIN WAH RESTAURANT,218 KEEFER ST,,VANCOUVER,V6A1X5,Food Primary,,49
001732,GALIANO GOLF AND COUNTRY CLUB,24 ST  ANDREWS DRIVE,,GALIANO ISLAND,V0N1P0,Liquor Primary,Club,95
135701,GALLERY CAFE,750 HORNBY ST,,VANCOUVER,V6Z2H7,Food Primary,,294
012896,GARCON'S GREAT ESCAPE RESTAURANT,5TH AVE,,VALEMOUNT,V0E2Z0,Food Primary,,139
205442,GARDEN CITY HOT POT RESTAURANT,1205  8788 MCKIM WAY,,RICHMOND,V6X4E2,Food Primary,,122
169279,GARIBALDI LIFT COMPANY,4165 SPRINGS LANE,,WHISTLER,V0N1B0,Liquor Primary,,672
083438,GATEWAY HOTEL,1221 GRANVILLE ST,,VANCOUVER,V6Z1M6,Liquor Primary,,70
106313,GATEWAY HOTEL,1221 GRANVILLE ST,,VANCOUVER,V6Z1M6,Liquor Primary,,310
148772,GATEWAY HOTEL,1221 GRANVILLE ST,,VANCOUVER,V6Z1M6,Food Primary,,88
186630,GEORGES TAVERNA IN STEVESTON,#130 - 3760 MONCTON STREET,,RICHMOND,V7E3A6,Food Primary,,44
067437,GERMAN CANADIAN HARMONIE HOUSE,1696 CARY RD,,KELOWNA,V1X2B9,Liquor Primary,Club,259
214001,GIGGLE DAM DINNER THEATRE,2616 SHAUGHNESSY ST,,PORT COQUITLAM,V3C3G6,Food Primary,,234
119501,GIGI'S PIZZA & SPAGHETTI HOUSE,189 W  BROADWAY,,VANCOUVER,V5Y1P4,Food Primary,,48
102523,GILLIGAN'S PUB,5770 TEREDO ST,,SECHELT,V0N3A0,Liquor Primary,,246
192956,GILLIGAN'S PUB,5770 TEREDO ST,,SECHELT,V0N3A0,Licensee Retail Store,,
118141,GILLNETTER PUB,1864 ARGUE AVE,,PORT COQUITLAM,V3C5K4,Liquor Primary,,118
179292,GILLY'S RESTAURANT,1151 CENTRAL AVE,PO BOX 2656,GRAND FORKS,V0H1H0,Food Primary,,73
041178,GINO'S PIZZA AND SPAGHETTI HOUSE,431 E  COLUMBIA ST,,NEW WESTMINSTER,V3L3X4,Food Primary,,106
130236,GIRAFFE RESTAURANT,15053 MARINE DR,,WHITE ROCK,V4B1C5,Food Primary,,57
159020,GLACIER CREEK RESTAURANT,4545 BLACKCOMB WAY,PO  BOX 98,WHISTLER,V0N1B0,Food Primary,,1496
193467,GLACIER LODGE HOTEL,1 - 4573 CHATEAU BLVD,,WHISTLER,V0N1B4,Licensee Retail Store,,
191669,GLEN LAKE INN,2668 Sooke Rd,,VICTORIA,V9B1Y6,Licensee Retail Store,,
030522,GLEN MEADOWS GOLF & COUNTRY CLUB,1050 MCTAVISH RD,,SIDNEY,V8L5T4,Liquor Primary,,134
172302,GLEN MEADOWS GOLF & COUNTRY CLUB,1050 MCTAVISH RD,,SIDNEY,V8L5T4,Food Primary,,383
121730,GLENMERRY BOWL,3110 HIGHWAY DR,,TRAIL,V1R2T3,Liquor Primary,,30
004246,GLENS MOTOR HOTEL,190 W  1ST STREET,,VANDERHOOF,V0J3A0,Liquor Primary,,156
009218,GLENS MOTOR HOTEL,190 W  1ST STREET,,VANDERHOOF,V0J3A0,Food Primary,,170
194697,GLENS MOTOR HOTEL,190 W  1ST STREET,,VANDERHOOF,V0J3A0,Licensee Retail Store,,
152470,GOLD & JADE RESTAURANT,242 BRIDGE ST,PO  BOX 1157,PRINCETON,V0X1W0,Food Primary,,74
034878,GOLD RIVER COMMUNITY CENTRE,500 MUCHALAT DR,PO  BOX 610,GOLD RIVER,V0P1G0,Liquor Primary,,140
173181,GOLD RIVER GOLF & COUNTRY CLUB,PO  BOX 819,,GOLD RIVER,V0P1G0,Food Primary,,76
006767,GOLDBRIDGE HOTEL,GENERAL DELIVERY,,GOLDBRIDGE,V0K1P0,Liquor Primary,,121
058773,GOLDBRIDGE HOTEL,GENERAL DELIVERY,,GOLDBRIDGE,V0K1P0,Food Primary,,74
178661,GOLDEN BOOT CAFFE,1028 RIDGEWAY AVE,,COQUITLAM,V3J1S5,Food Primary,,54
065974,GOLDEN CITY RESTAURANT (SECHELT),5550 WHARF RD,,SECHELT,V0N3A0,Food Primary,,100
068179,GOLDEN CITY RESTAURANT (VICTORIA),721 FISGARD ST,,VICTORIA,V8W1R8,Food Primary,,200
042701,GOLDEN COIN RESTAURANT & WONTON HOUSE,6151 WESTMINSTER HWY,,RICHMOND,V7C4V4,Food Primary,,70
062334,GOLDEN CURLING CLUB,1430 9TH STREET,BOX 1856,GOLDEN,V0A1H0,Liquor Primary,,125
167025,GOLDEN EAGLE GOLF COURSE,21770 LADNER RD,,PITT MEADOWS,V3Y1Z1,Food Primary,,418
112746,GOLDEN GOLF COURSE CLUBHOUSE,576 GOLF COURSE DR.,,GOLDEN,V0A1H0,Liquor Primary,,73
001114,GOLDEN INN RESTAURANT,3901 VICTORIA AVE,,NANAIMO,V9T2A1,Food Primary,,120
086617,GOLDEN ISLAND RESTAURANT,336 LOWER GANGES RD,,SALT SPRING ISLAND,V8K2V3,Food Primary,,73
097991,GOLDEN LION RESTAURANT,2377 KING GEORGE HWY,,SURREY,V4A5A4,Food Primary,,120
200947,GOLDEN OCEAN SEAFOOD RESTAURANT,2046 W  41ST AVE,,VANCOUVER,V6M1Y8,Food Primary,,215
130168,GOLDEN PEARL CHINESE RESTAURANT,128 333 BROOKSBANK AVE,,NORTH VANCOUVER,V7J3S8,Food Primary,,80
031458,GOLDEN SWAN RESTAURANT,5380 VICTORIA DR,,VANCOUVER,V5P3V7,Food Primary,,250
185820,GOLFLAND CAFE,1619B VALLEYVIEW DR,,KAMLOOPS,V2C4B4,Food Primary,,20
066318,"GOLPHIS PIZZA, SPAGHETTI & STEAKHOUSE",2409 ST  JOHN ST,,PORT MOODY,V3H2B2,Food Primary,,84
214368,GONE BAKERY & SOUP CO.,4205 Village Square,,WHISTLER,V0N1B4,Food Primary,,50
128515,GORGE HARBOUR MARINA RESORT,GORGE HARBOUR,PO  BOX 89,CORTES ISLAND,V0P1Z0,Food Primary,,137
158089,GORGE POINTE PUB,1075 TILLICUM RD,,ESQUIMALT,V9A2A4,Liquor Primary,,219
212512,GORGE SOCCER ASSOCIATION,254 HAMPTON RD,,VICTORIA,V8Z1H3,Liquor Primary,Club,80
071134,GORGE VALE GOLF CLUB,1005 CRAIGFLOWER RD,,VICTORIA,V9A2X9,Liquor Primary,Club,477
102413,GORGE VALE GOLF CLUB,1005 CRAIGFLOWER RD,,VICTORIA,V9A2X9,Food Primary,,209
143727,GOURMET CANTON RESTAURANT,7 - 7030 GLACIER ST,,POWELL RIVER,V8A5A1,Food Primary,,92
137027,GOURMET CHINESE RESTAURANT,350 - 221 IOCO RD,,PORT MOODY,V3H2V3,Food Primary,,83
034464,"GRADE ""A"" STEAK & SEAFOOD RESTAURANT",1175 GRANVILLE ST,,VANCOUVER,V6Z1M1,Food Primary,,44
002191,GRANADA DONNER RESTAURANT,6249 MARINE AVE,,POWELL RIVER,V8A4K6,Food Primary,,100
018133,GRAND FORKS CURLING CLUB,7230 21ST ST,,GRAND FORKS,V0H1H0,Liquor Primary,Club,150
164553,GRAND FORKS STATION NEIGHBOURHOOD PUB & RESTAURANT,7654 DONALDSON DR,,GRAND FORKS,V0H1H2,Liquor Primary,,114
164601,GRAND FORKS STATION NEIGHBOURHOOD PUB & RESTAURANT,7654 DONALDSON DR,,GRAND FORKS,V0H1H2,Food Primary,,103
016843,GRAND HOTEL,2099 GARCIA ST,,MERRITT,V1K1B8,Liquor Primary,,150
002846,GRAND UNION HOTEL,74 W  HASTINGS ST,,VANCOUVER,V6B1G6,Liquor Primary,,240
200549,GRANDVIEW LANES,2195 COMMERCIAL DRIVE,,VANCOUVER,V5N4B3,Food Primary,,116
037533,GRANISLE CURLING CLUB FACILITY,2 MCDONALD ST,,GRANISLE,V0J1W0,Liquor Primary,,100
208836,GRANVILLE ROOM,957 GRANVILLE ST,,VANCOUVER,V6Z1L3,Food Primary,,62
203712,GRAPE ADVENTURE,120 MACKENZIE BLVD,BOX 2608,MACKENZIE,V0J2C0,UBrew/UVin,,
216831,GRAPE EXPECTATIONS (COURTENAY),10 2663 KILPATRICK AVE,,COURTENAY,V9N7C8,UBrew/UVin,,
201888,GRAPES & SUDS BREW,12 13TH AVE S,,CRANBROOK,V1C2V3,UBrew/UVin,,
205374,GRAPES ON FIRST,155 E 1ST ST,,NORTH VANCOUVER,V7L1B2,UBrew/UVin,,
210138,GREAT HAN MONGOLIAN BBQ,3043 MAIN ST,,VANCOUVER,V5T3G6,Food Primary,,48
169169,GREAT PACIFIC FORUM,10388 NORDEL COURT,,DELTA,V4G1J7,Liquor Primary,,225
132411,GREAT WALL MONGOLIAN B.B.Q.,2897 W  BROADWAY,,VANCOUVER,V6K2G6,Food Primary,,50
109451,GREAT WALL MONOGOLIAN BARBEQUE,717 DENMAN ST,,VANCOUVER,V6G2L6,Food Primary,,42
172559,GREAT WALL RESTAURANT (2757 SPRUCE ST.),2757 SPRUCE ST,,PRINCE GEORGE,V2L2S2,Food Primary,,250
093996,GREEK ISLANDS RESTAURANT,2686 LANGDON ST,,CLEARBROOK,V2T3L2,Food Primary,,125
213165,GREEK ISLANDS RESTAURANT # 2,45785 HOCKING AVE,,CHILLIWACK,V2P6H7,Food Primary,,228
124568,GREEK VILLAGE FAMILY RESTAURANT,7953 - 120TH ST,,DELTA,V4C6P6,Food Primary,,146
163869,GREEN COLLEGE DINING SOCIETY,6201 CECIL GREEN PARK RD,,VANCOUVER,V6T1Z1,Food Primary,,811
036200,GREEN TIMBERS PUB,9167 148TH ST,,SURREY,V3R3W7,Liquor Primary,,143
191800,GREEN TIMBERS PUB,9167 148TH ST,,SURREY,V3R3W7,Licensee Retail Store,,
126942,GUILDFORD GOLF & COUNTRY CLUB,7919 152ND ST,,SURREY,V3S3M5,Food Primary,,285
128232,GUILDFORD GOLF & COUNTRY CLUB,7919 152ND ST,,SURREY,V3S3M5,Liquor Primary,,52
207942,GUSTO DI QUATTRO RESTAURANT,1 LONSDALE AVE,,NORTH VANCOUVER,V7M2E4,Food Primary,,76
306224,Ga Hyang Ru Restaurant,1205 Lonsdale Ave.,,NORTH VANCOUVER,V7M2H5,Food Primary,,30
306499,Gabriel's Gourmet Cafe,39A Commercial St,,NANAIMO,V9R5G3,Food Primary,,50
301416,Gabriella's,140 Red Mountain Road,,ROSSLAND,V0G1Y0,Food Primary,,79
035735,Gabriola Golf & Country Club,825 South Road,,GABRIOLA ISLAND,V0R1X0,Liquor Primary,,83
205479,Gabriola Wine Cellar,795 Ross Way,PO Box 113,GABRIOLA ISLAND,V0R1X0,UBrew/UVin,,
303751,Galaxy Bowl,32490 Simon Ave,,ABBOTSFORD,V2T4J2,Food Primary,,98
040593,Galaxy Gardens Restaurant,844 3rd Ave W,,PRINCE RUPERT,V8J1M6,Food Primary,,162
133132,Galena Lodge,12 Miles East of Trout Lake in the ,Lardeau Valley,TROUT LAKE,V0G1R2,Liquor Primary,,110
186666,Galiano Cafe,4440 COWLEY CRESCENT,,RICHMOND,V7B1B8,Food Primary,,116
301690,Galini Restaurant,101-19475 Fraser Hwy,,SURREY,V3S6K7,Food Primary,,184
034030,Gallagher's Canyon Golf & Country Club,4320 Gallagher's Drive West,,KELOWNA,V1W3Z9,Liquor Primary,,174
177735,Gallagher's Canyon Golf & Country Club,4320 Gallagher's Drive West,,KELOWNA,V1W3Z9,Food Primary,,220
176752,Gallagher's Coffee Bar & Cafe,232 NEWPORT DRIVE,,PORT MOODY,V3H5B9,Food Primary,,70
306429,Gallery Bistro Port Moody,2411 Clarke St,,PORT MOODY,V3H1Z2,Food Primary,,48
022485,Gallery Show Lounge,1312 Marine Drive SW,,VANCOUVER,V6P5Z6,Liquor Primary,,352
305815,Game Changers,3713 Kensington Ave,,BURNABY,V5B0A7,Food Primary,,100
182661,Game On Sports Bar and Grill,3701 De Wolf Way,,MERRITT,V1K1C4,Liquor Primary,,106
306090,Gami Sushi,126 - 10111 No. 3 Rd.,,RICHMOND,V7A1W6,Food Primary,,60
301906,Gangnam B.B.Q. Restaurant,2065-4580 NO. 3 RD,,RICHMOND,V6X4E8,Food Primary,,44
300569,Gap Grill,400 - 315th Ave,,KIMBERLEY,V0B1Z0,Food Primary,,300
016246,Garden Bay Hotel,4958 Lyons Rd,,GARDEN BAY,V0N1S0,Liquor Primary,,124
080919,Garden Bay Hotel,4958 Lyons Rd,,GARDEN BAY,V0N1S0,Food Primary,,68
195389,Garden Bay Hotel Private Liquor Store,4958 Lyons Rd,,GARDEN BAY,V0N1S0,Licensee Retail Store,,
305821,Garden Side Cafe,695 21st St,,WEST VANCOUVER,V7V4A7,Food Primary,,440
301784,Garden Sushi Japanese Restaurant,2701 Nicola Ave,,MERRITT,V1K1B8,Food Primary,,188
177866,Garfinkel's (4308 Main St.),1 - 4308 Main St,Village North,WHISTLER,V0N1B4,Liquor Primary,,347
120757,Gargoyles ,3357 W  BROADWAY,,VANCOUVER,V6R2B1,Food Primary,,60
304666,Garrison Bistro,# 6 - 45555 Market Way,,CHILLIWACK,V2R0M5,Food Primary,,114
195500,Garrison Wine & Liquor Merchants,5 - 45555 Market Way,,CHILLIWACK,V2R0M5,Licensee Retail Store,,
300240,Garry Oaks Winery,1880 Fulford-Ganges Road,,SALT SPRING ISLAND,V8K2A5,Manufacturer,Winery,0
059096,Gary's Bistro,115 W  2nd Ave,,QUALICUM BEACH,V9K1S7,Food Primary,,96
307653,Gary's Kitchen,308 Neill,,TOFINO,V0R2Z0,Food Primary,,44
139642,Gasthaus Pub & Restaurant,5790 BEACH AVE,,PEACHLAND,V0H1X6,Food Primary,,171
205201,Gasthaus Pub & Restaurant,5790 BEACH AVE,,PEACHLAND,V0H1X6,Liquor Primary,,118
182813,Gatekeeper Bar & Grill,2569 DOBBIN RD,,West Kelowna,V4T2J6,Food Primary,,339
209667,Gatekeeper Bar & Grill,2569 Dobbin Road,,West Kelowna,V4T2J6,Liquor Primary,,65
306345,Gateway Grill,368 Eden Road,,CLEARWATER,V0E1N1,Food Primary,,200
195376,Gateway Liquor Store,10/11 - 358 175A St,,SURREY,V3S6S7,Licensee Retail Store,,
303483,Gateway To India,202 - 4th St,,NANAIMO,V9R1T2,Food Primary,,100
305558,Gatsby Mansion,309 Belleville St.,,VICTORIA,V8V1X2,Food Primary,,98
302045,Gatzke's Orchard Cafe,15686 Irvine Road,,LAKE COUNTRY,V4V2G8,Food Primary,,369
304762,Gaya Sushi,105-2900 Bainbridge Ave,,BURNABY,V5A2S8,Food Primary,,50
307172,Geckos Grill,6228 Main St,,OLIVER,V0H1T0,Food Primary,,90
300140,Gehringer Brothers Estate Winery,876 Road 8,,OLIVER,V0H1T1,Manufacturer,Winery,0
304052,Gem Sushi,1926 Como Lake Avenue,,COQUITLAM,V3J3R3,Food Primary,,33
304796,Geng Shi Ji No. 1 Restaurant,1211 - 8338 Capstan Way,,RICHMOND,V6X4B5,Food Primary,,74
216978,Genji Japanese Restaurant,#153- 3650 Mount Seymour Parkway,,NORTH VANCOUVER,V7H2Y5,Food Primary,,66
302823,Genji Sushi Japanese Restaurant,7533 Market Crossing,,BURNABY,V5J0A3,Food Primary,,72
302542,Genki Sushi,4680 Marine Ave,,POWELL RIVER,V8A2L1,Food Primary,,50
172873,Genoa Bay Cafe,5100 Genoa Bay Rd,,DUNCAN,V9L5Y8,Food Primary,,64
189494,Geordino Olive Grove Restaurant,4496 West Saanich Rd,,VICTORIA,V8Z3E9,Food Primary,,104
021832,George Dawson Inn,11705 8th Street,,DAWSON CREEK,V1G4N9,Liquor Primary,,110
042999,George Dawson Inn,11705 8th Street,,DAWSON CREEK,V1G4N9,Food Primary,,550
195417,George Dawson Liquor Store,11705 8th Street,,DAWSON CREEK,V1G4N9,Licensee Retail Store,,
304671,George Preston Recreation Centre ,20699 42 Avenue,,LANGLEY,V3A3B1,Liquor Primary,,1326
082722,Georges Pizza & Restaurant,6109 West Boulevard,,VANCOUVER,V6M3X3,Food Primary,,42
028650,Georgian Court Hotel,773 Beatty St,,VANCOUVER,V6B2M4,Food Primary,,258
028969,Georgian Court Hotel,773 Beatty St,,VANCOUVER,V6B2M4,Liquor Primary,,182
307262,Gerald McGavin UBC Rugby Centre,2765 Wesbrook Mall,,VANCOUVER,V6T2A1,Liquor Primary,,182
214389,Gerry's Vintners,201 - 552 Clarke Road,,COQUITLAM,V3J3Y5,UBrew/UVin,,
303867,Gia Minh Vietnamese Restaurant,6181 Fraser St,,VANCOUVER,V5W2Z9,Food Primary,,50
173971,Gian's Indian Cuisine ,102-31549 South  Fraser Way,,ABBOTSFORD,V2T1T8,Food Primary,,150
306322,Giant Head Winery,4307 Gartrell Road,,SUMMERLAND,V0H1Z4,Manufacturer,Winery,0
306478,Giardino Restaurant,1328 Hornby St,,VANCOUVER,V6Z1W5,Food Primary,,263
027635,Gibsons Curling Club,951 Gibsons Way,RR #8,GIBSONS,V0N1V8,Liquor Primary,Club,136
307267,Gibsons Tapworks,537 Cruice Lane,,GIBSONS,V0N1V9,Manufacturer,Brewery,0
302963,Gigglin' Grizzly Neighbourhood Pub,600 1st Avenue,,MCBRIDE,V0J2E0,Liquor Primary,,140
204501,Gillanders Wine Cellar,103 - 8484 - 162nd Street,,SURREY,V4N1B4,UBrew/UVin,,
306057,Gillespie's Fine Spirits,"Unit 8, 38918 Progress Way",,SQUAMISH,V8B0K7,Manufacturer,Distillery,0
195348,Gillnetter Pub Liquor Store,1864 Argue Street,,PORT COQUITLAM,V3C5K4,Licensee Retail Store,,
191685,Gillnetter Pub Liquor Store,850 Village Drive,,PORT COQUITLAM,V3C5K4,Licensee Retail Store,,
058679,Gin's on Canyon,122 N  W  BLVD,,CRESTON,V0B1G0,Food Primary,,227
112841,Gina's Cafe,47 Skinner St,,NANAIMO,V9R5G9,Food Primary,,59
080023,Ginger & Chili Restaurant,4409 10th Ave W,,VANCOUVER,V6R2H8,Food Primary,,44
303717,Ginger & Soy Chinese Cuisine,1487 Marine Drive,,WEST VANCOUVER,V7T1B8,Food Primary,,40
303224,Ginger Beef House,1891 Island Highway,,CAMPBELL RIVER,V9W2E9,Food Primary,,82
304701,Ginger Garlic Cuisine of India,1738 Davie Street,,VANCOUVER,V6G1W2,Food Primary,,47
303545,Ginger Indian Cuisine,#490 - 9100 Blundell Road,,RICHMOND,V6Y3X9,Food Primary,,118
300835,Gingeri Chinese Cuisine,Lansdowne Park Shopping Centre,323-5300 No. 3 Rd,RICHMOND,V6X2X9,Food Primary,,198
307064,Ginza Ichibang Restaurant,2010 Valhalla RD,,QUESNEL,V2J4C1,Food Primary,,100
301862,Ginza Japanese Restaurant,74 Front Street,,PENTICTON,V2A1H1,Food Primary,,78
303869,Ginza Restaurant,2 - 2850 Oxford St.,,PORT COQUITLAM,V3B5L7,Food Primary,,57
303051,Ginza Sushi,303 - 3021 Louie Dr.,,West Kelowna,V4T3E2,Food Primary,,40
303897,Giovane Cafe & Wine Bar,1038 Canada Place,,VANCOUVER,V6C0B9,Food Primary,,177
216208,Giovanni's Ristorante,4 - 180  2nd Ave W,,QUALICUM BEACH,V9K2N5,Food Primary,,133
305463,Glacier Greens Golf Course & Social Centre,198 Tracker Rd,,LAZO,V0R2K0,Liquor Primary,,65
207874,Glacier House Resort,1871 Glacier Lane,,REVELSTOKE,V0E2S0,Food Primary,,250
215011,Glacier House Resort,1871 Glacier Lane,,REVELSTOKE,V0E2S0,Liquor Primary,,55
147386,Glacier Lodge Hotel,Unit 3 4573 Chateau Blvd,,WHISTLER,V0N1B4,Liquor Primary,,68
306216,Gladstone Brewing Co.,244 4th Street,,COURTENAY,V9N1G6,Manufacturer,Brewery,0
306627,Glass House Estate Winery,23449 0 Avenue,,LANGLEY,V2Z2X3,Manufacturer,Winery,0
