licence number,establishment name,location address line 1,location address line 2,location address  city,location postal code,licence type,licence subtype,capacity
304680,La Taqueria Pinche Taco Shop,2549 Cambie St,,VANCOUVER,V5Z3Y6,Food Primary,,34
304539,La Taqueria Pinche Taco Shop,322 Hastings St W,,VANCOUVER,V6B1K6,Food Primary,,17
307404,La Taqueria Pinche Taco Shop,586 Hornby St.,,VANCOUVER,V6C3B6,Food Primary,,99
306518,La Taquisa Restaurant,1017 Blanshard Street,,VICTORIA,V8W2H4,Food Primary,,56
021057,Lac Le Jeune Resort & Conference Centre,Lac Le Jeune Road,,KAMLOOPS,V2C2B4,Food Primary,,238
077136,Lac Le Jeune Resort & Conference Centre,Lac Le Jeune Road,,KAMLOOPS,V2C2B4,Liquor Primary,,38
305464,Lac Le Jeune Wilderness Resort,5485 Lac Le Jeune Rd,,LOGAN LAKE,V1S1Y8,Food Primary,,161
306799,Laces Restaurant & Cafe,100 1485 Coast Meridian Rd.,,PORT COQUITLAM,V3C5P1,Food Primary,,60
303689,Lachi,510 Main St.,,PENTICTON,V2A5C7,Food Primary,,50
160407,Ladner Ming Court Restaurant,4770 47A Ave,,DELTA,V4K2P7,Food Primary,,86
157017,Ladner Sushi,5034-48TH AVENUE,,DELTA,V4K1V8,Food Primary,,33
307321,Laduree,1141 Robson St,,VANCOUVER,V6E1B5,Food Primary,,31
004650,Ladysmith Inn,640  1st Avenue,,LADYSMITH,V9G1A1,Liquor Primary,,150
133017,Lafflines Comedy Club ,530 Columbia Street,,NEW WESTMINSTER,V3L3X7,Liquor Primary,,110
304521,Lafflines Restaurant,530 Columbia St,,NEW WESTMINSTER,V3L1B1,Food Primary,,440
138351,Lagnan Restaurant ,150  4751 Garden City Rd,,RICHMOND,V6X3M7,Food Primary,,202
103663,Lake City Bowl and Billiards,2789 Hwy 97 N,,KELOWNA,V1X4J8,Liquor Primary,,30
159056,Lake City Bowl and Billiards,2789 Hwy 97 N,,KELOWNA,V1X4J8,Food Primary,,50
303515,Lake City Casino - Vernon,100 - 4900 Anderson Way,,VERNON,V1T9V2,Liquor Primary,,1293
301837,Lake City Casinos,1310 Water Street,,KELOWNA,V1Y9P3,Liquor Primary,,1327
301788,Lake City Casinos - Penticton,21 Lakeshore Drive W,,PENTICTON,V2A7M5,Liquor Primary,,609
195274,"Lake Country Cold Beer, Wine & Spirits",72  9522 Main Street,,LAKE COUNTRY,V4V2L9,Licensee Retail Store,,
195399,Lake Front Liquor Store,7673 Okanagan Landing Rd,,VERNON,V1H1G9,Licensee Retail Store,,
302050,Lake Lounge & Okanagan Dining Cruise (The),210 Bernard Ave,,KELOWNA,V1Y1J1,Food Primary,,75
134377,Lake Okanagan Resort,2751 Westside Rd,,KELOWNA,V1Z3T1,Liquor Primary,,128
134382,Lake Okanagan Resort,2751 Westside Rd,,KELOWNA,V1Z3T1,Food Primary,,684
106031,Lake Point Golf and Country Club,13717 Golf Course Rd.,,CHARLIE LAKE,V1J4H7,Liquor Primary,,40
301493,Lake Point Golf and Country Club,13717 Golf Course Rd.,,CHARLIE LAKE,V1J4H7,Food Primary,,335
306993,Lake View Village,1020 Seventh St,,NELSON,V1L0A2,Food Primary,,124
304428,Lakeboat Vineyard and Winery,236 Linden Ave,,KALEDEN,V0H1K0,Manufacturer,Winery,0
026851,Lakeland Hotel,331 Yellowhead Hwy,PO  Box 290,BURNS LAKE,V0J1E0,Liquor Primary,,125
088918,Lakeland Hotel,331 Yellowhead Hwy,PO  Box 290,BURNS LAKE,V0J1E0,Food Primary,,70
111826,Lakeland Hotel,331 Yellowhead Hwy,PO  Box 290,BURNS LAKE,V0J1E0,Liquor Primary,,75
032577,Lakeside Grill,Highway  #3,,MOYIE,V0B2A0,Liquor Primary,,84
307099,Lakeside Manor Retirement Residence,681 Harbourfront Dr NE,,SALMON ARM,V1E3L7,Food Primary,,463
306350,Lakeside Sushi,2- 78 Cowichan Lake Rd,,LAKE COWICHAN,V0R2G0,Food Primary,,35
193129,Lakeview Liquor,Unit 100 - 855 Anders Road,,West Kelowna,V1Z1K2,Licensee Retail Store,,
306012,Lakeview Restaurant,150 Esplanade Ave,PO Box 68,HARRISON HOT SPRINGS,V0M1K0,Food Primary,,100
120275,Lakewood Inn,365 S CARIBOO HWY,,100 MILE HOUSE,V0K2E0,Liquor Primary,,150
120281,Lakewood Inn,365 S CARIBOO HWY,,100 MILE HOUSE,V0K2E0,Liquor Primary,,208
193152,Lakewood Inn,365 S CARIBOO HWY,,100 MILE HOUSE,V0K2E0,Licensee Retail Store,,
303387,Lalibela Ethiopian Restaurant,406 Sixth Street,,NEW WESTMINSTER,V3L3B2,Food Primary,,30
302236,Lam Hoa Quan Restaurant,5073 Victoria Drive,,VANCOUVER,V5P3T9,Food Primary,,60
307567,Lamb Bistro,5105 Kingsway ,,BURNABY,V5H2E6,Food Primary,,50
307090,Lamb Hot Pot,1103 3779 Sexsmith Rd,,RICHMOND,V6X3Z9,Food Primary,,37
214661,Lamb Hot Pot ,1150  8391 ALEXANDRA RD,,RICHMOND,V6X1C3,Food Primary,,40
208134,Lamb Restaurant,1180 8788 McKim Way,,RICHMOND,V6X4E2,Food Primary,,74
304580,Lambda Cabaret,1177 3rd Avenue,,PRINCE GEORGE,V2K5M1,Liquor Primary,,190
187455,Lambly Neighbourhood Pub,10 5500 Clements Cresent,,PEACHLAND,V0H1X0,Liquor Primary,,123
173285,Lanalou's,362 Powell St.,,VANCOUVER,V6A1G4,Food Primary,,100
191966,Landing Liquor Store,4513 25TH Ave.,,VERNON,V1T1P5,Licensee Retail Store,,
035709,Landing Neighbourhood Pub,629 Quathiaski Cove,,QUADRA ISLAND,V0P1N0,Liquor Primary,,114
195109,Landlubber Licensed Liquor Store,14  2220 Bowen Road,,NANAIMO,V9S1H9,Licensee Retail Store,,
129530,Landlubber Pub,10  2220 Bowen Road,,NANAIMO,V9S1H9,Liquor Primary,,150
138371,Landmark Hot Pot House,4023 Cambie St,,VANCOUVER,V5Z2X9,Food Primary,,182
300148,Lang Vineyards,2493 Gammon Road ,,NARAMATA,V0H1N0,Manufacturer,Winery,0
303618,Langara Cafe,100 West 49th Ave ,Student Union Building,VANCOUVER,V5Y2Z6,Food Primary,,77
025025,Langara Golf Course,6706 Alberta St,,VANCOUVER,V5X4V8,Food Primary,,135
305418,Langara Golf Course,6706 Alberta Street,,VANCOUVER,V5X4V8,Liquor Primary,,2
302262,Langford Lanes,1089 Langford Parkway,,LANGFORD,V9B0A5,Liquor Primary,,316
304167,Langham Court Theatre,805 Langham Court,,VICTORIA,V8V4J3,Liquor Primary,,170
307377,Langley Brewing Company,20084 Logan Avenue ,,LANGLEY,V3A4L6,Manufacturer,Brewery,0
204496,Langley Dragon Restaurant,100  20256 56 AVE,,LANGLEY,V3A3Y6,Food Primary,,65
303620,Langley Events Centre,7888 - 200th Street,,LANGLEY,V2Y3J4,Food Primary,,500
303747,Langley Events Centre,7888 200th Street,,LANGLEY,V2Y3J4,Liquor Primary,,8396
192162,Langley Liquor Store,27 - 20821 Fraser Highway,,LANGLEY,V3A4G7,Licensee Retail Store,,
305833,Langley Playhouse,4307 - 200 Street,,LANGLEY,V3A1L2,Liquor Primary,,102
306795,Langley Senior Resources Society,20605 - 51B Avenue,,LANGLEY,V3A9H1,Catering,,
167031,Langley Vietnamese Cuisine,104/105-5521 203 St,,LANGLEY,V3A8P5,Food Primary,,55
020446,Lantzville Hotel,7197 Lantzville Road,,LANTZVILLE,V0R2H0,Liquor Primary,,154
191180,Lantzville Liquor Depot,7197 Lantzville Rd,,LANTZVILLE,V0R2H0,Licensee Retail Store,,
181249,Lao Cai,130 - 1425 MARINE DR,,WEST VANCOUVER,V7T1B9,Food Primary,,58
307330,Lara Cuisine Cafe Bistro & Catering,4811 Delta St,,DELTA,V4K2T7,Food Primary,,35
300227,Larch Hills Winery,110 Timms Road,,SALMON ARM,V1E2P8,Manufacturer,Winery,0
305120,Lariana Cellars Estate Winery,9304 2nd Avenue,,OSOYOOS,V0H1V1,Manufacturer,Winery,0
307066,Laroan Bar & Grill,100 Esplanade Ave,,HARRISON HOT SPRINGS,V0M1K0,Food Primary,,38
195328,Last Call Liquor Mart,Unit 110 - 251 Green Avenue West,,PENTICTON,V2A7J8,Licensee Retail Store,,
195273,Last Call Liquor Store,110 Boyle Avenue,,REVELSTOKE,V0E2S0,Licensee Retail Store,,
131450,Last Spike Pub,3RD AVE,BOX 209,FORT FRASER,V0J1N0,Liquor Primary,,65
302940,Lastella,8123 148th Street,,OSOYOOS,V0H1V0,Manufacturer,Winery,0
119521,Laughing Loon Neighbourhood Pub,1730 Broadway Ave S,,WILLIAMS LAKE,V2G2W4,Liquor Primary,,34
300045,Laughing Loon Restaurant,1730 Broadway Ave S,,WILLIAMS LAKE,V2G2W4,Food Primary,,216
182284,Laughing Oyster Restaurant,10052 Malaspina Rd,,POWELL RIVER,V8A4Z3,Food Primary,,157
301128,Laughing Stock Vineyards,1548 Naramata Rd,,PENTICTON,V2A8T7,Manufacturer,Winery,0
005297,Laurel Point Inn,680 Montreal Street,,VICTORIA,V8V1Z8,Food Primary,,990
034637,Laurel Point Inn,680 Montreal Street,,VICTORIA,V8V1Z8,Liquor Primary,,20
306176,Lavina Estate,5214 Clcahl Road,,ARMSTRONG,V0E1B4,Manufacturer,Winery,0
304150,Lazzez's Grill ,2786 Barnet Hwy,,COQUITLAM,V3B1B9,Food Primary,,100
302399,Le Cafe Francais,153 Commercial St.,,NANAIMO,V9R5G5,Food Primary,,45
306668,Le Coin Perdu Vineyard,10238 160th Ave,,OSOYOOS,V0H1V2,Manufacturer,Winery,0
307648,Le Grand Fromage,1-320 Vernon St.,,NELSON,V1L4E4,Food Primary,,20
303458,Le Lido Waterfront Bistro,1234-S Wharf St.,,VICTORIA,V8W3H9,Food Primary,,92
189955,Le Pho ,103 1990 FORT ST,,VICTORIA,V8R6V4,Food Primary,,48
302161,Le Vieux Pin Winery,34070 73rd Street,PO Box 1889,OLIVER,V0H1T0,Manufacturer,Winery,0
301292,Le Vol Au Vent,14959 Marine Drive,,WHITE ROCK,V4B1C3,Food Primary,,54
031615,Ledgeview Golf and Country Club,35997 McKee Rd,,ABBOTSFORD,V3G2L6,Liquor Primary,,109
307362,Ledlin Family Vineyards,1435 Naramata Road,,PENTICTON,V2A8X2,Manufacturer,Winery,0
306111,Lee & Ann Restaurant,636 3rd Ave. W.,,PRINCE RUPERT,V8J1M2,Food Primary,,54
303210,Lee Gar Nei BJS Korean Restaurant,128 15280 101 Ave,,SURREY,V3R8X8,Food Primary,,50
303768,Lee Garden Seafood Restaurant,110 - 6401 Kingsway ,,BURNABY,V5E1E1,Food Primary,,160
139051,Lee Yuen Seafood Restaurant ,14755 104TH AVE,,SURREY,V3R5X4,Food Primary,,114
300823,Lee's Garden Chinese Restaurant,#17 - 750 Fortune Drive,,KAMLOOPS,V2B2L2,Food Primary,,48
112401,Lee's House Restaurant,3 - 3960 Shelbourne Street,,VICTORIA,V8N3E2,Food Primary,,70
038872,Leeward Inn,649 Anderton Rd.,,COMOX,V9M2J1,Liquor Primary,,167
304654,Left Field Cider Company,8821 Highway 97 C,,LOGAN LAKE,V0K1W0,Manufacturer,Winery,0
195477,Legacy Liquor Store (The),1633 Manitoba St,,VANCOUVER,V5Y0B8,Licensee Retail Store,,
305912,Legend Distilling Inc.,3005  Naramata Road,,NARAMATA,V0H1N0,Manufacturer,Distillery,0
306085,Legend House,140 - 1169 Pacific St,,COQUITLAM,V3B0J1,Food Primary,,68
307661,Legendary Hotpot,"C796, Park Royal South",,WEST VANCOUVER,V7T1A2,Food Primary,,104
304419,Legendary Noodle,906 - 6339  200th St,,LANGLEY,V2Y1A2,Food Primary,,
302559,Legendary Noodle on Denman,1074 Denman Street,,VANCOUVER,V6G2M8,Food Primary,,22
144406,Legends Bistro at the Lake,4000 Columbus Valley Highway,,CULTUS LAKE,V2R5H6,Food Primary,,463
195102,Legends Private Liquor Store,105/110-3671 Westminster Hwy,,RICHMOND,V7C5V2,Licensee Retail Store,,
033298,Legends Pub,9031 Blundell Road,,RICHMOND,V6Y1K4,Liquor Primary,,160
153468,Legendz Diner,1405 TransCanada Hwy,,GOLDEN,V0A1H0,Food Primary,,116
143780,Legs Diamond,2 - 4573 Chateau Boulevard,,WHISTLER,V0N1B4,Food Primary,,73
005811,Leland Hotel,96 S W 4th Ave,,NAKUSP,V0G1R0,Food Primary,,140
020645,Leland Hotel,96 S W 4th Ave,,NAKUSP,V0G1R0,Liquor Primary,,107
306783,Lelem At The Fort,23433 Mavis Ave,,FORT LANGLEY,V1M2R5,Food Primary,,48
305770,Lelum Arts and Cultural Cafe,100- 23285 Billy Brown Rd,,FORT LANGLEY,V1M0C8,Food Primary,,51
305043,Lemon Tree Cafe,1200 Glen Pine Court,,COQUITLAM,V3B2P7,Food Primary,,152
306501,Lemongrass Vietnamese Restaurant,102 - 1211 Summit Dr.,,KAMLOOPS,V2C5R9,Food Primary,,60
195324,Lennox Liquor Store,1 - 555  12th Ave W,,VANCOUVER,V5Z3X7,Licensee Retail Store,,
193145,Lennox Liquor Store,400 - 9100 Blundell Road,,RICHMOND,V6Y3X9,Licensee Retail Store,,
201668,Lennox Pub,800 Granville Street,,VANCOUVER,V6Z1K3,Liquor Primary,,197
305918,Leo Burrito,4951 Hwy 93,,RADIUM HOT SPRINGS,V0A1M0,Food Primary,,81
128961,Leo's Pizza & Greek Taverna,712 Nelson Ave,,NELSON,V1L2N7,Food Primary,,162
300770,Les Faux Bourgeois Bistro ,663 E 15TH AVE,,VANCOUVER,V5T2R6,Food Primary,,50
017187,Level,275 LEON AVE,,KELOWNA,V1Y6J1,Liquor Primary,,464
030276,Level 2,170 Skinner Street,2nd floor,NANAIMO,V9R7A6,Liquor Primary,,173
195327,Libations Liquor Store,2477 Marine Drive,,WEST VANCOUVER,V7V1L1,Licensee Retail Store,,
306155,Liber Farm and Winery,156 Sumac Road,,CAWSTON,V0X1C3,Manufacturer,Winery,0
302903,Liberty Wine Merchants,102- 20255 64th Ave,,LANGLEY,V2Y1M9,Wine Store,Independent Wine Store,
302904,Liberty Wine Merchants,102- 20255 64th Ave,,LANGLEY,V2Y1M9,Wine Store,Off-site Winery Store,
302899,Liberty Wine Merchants,5217 Ladner Trunk Road,,DELTA,V4K5B6,Wine Store,Independent Wine Store,
195440,Liberty Wine Merchants (Commercial Drive),120-1622 Commercial Drive,,VANCOUVER,V5L3Y4,Licensee Retail Store,,
195506,Liberty Wine Merchants (Granville Island),"1660 Johnston Street, Granville Island",,VANCOUVER,V6H3S2,Licensee Retail Store,,
302900,Liberty Wine Merchants (Park Royal South),704 Main Street,,WEST VANCOUVER,V7T0A5,Wine Store,Independent Wine Store,
195418,Liberty Wines Merchants (10th Ave),4583 West 10th Ave,,VANCOUVER,V8R2J2,Licensee Retail Store,,
213040,Libra Room Cafe,1608 Commercial Dr,,VANCOUVER,V5L3Y4,Food Primary,,102
301409,Library Square Public House,330 West Georgia Street,,VANCOUVER,V6B6B4,Liquor Primary,,272
195463,Licensed Liquor Store (Island Hwy South),10  1273 Island Hwy South,,NANAIMO,V9R7A4,Licensee Retail Store,,
195390,Licensed Liquor Store (Rutherford Road),129  4750 Rutherford Road,,NANAIMO,V9T4K6,Licensee Retail Store,,
195321,Licensed Liquor Store (University Village),# 400 - 530  5th Street,,NANAIMO,V9R1P1,Licensee Retail Store,,
195416,Licensed Retail Liquor Store,1520 Omenica Street,,HAZELTON,V0J1Y0,Licensee Retail Store,,
142042,Lickerish,903 Davie St,,VANCOUVER,V6Z2E9,Food Primary,,95
043039,Lift Bar & Grill,"Room 3417, Level 3 International Departures ",,RICHMOND,V7B1Y7,Liquor Primary,,297
301251,Lift Bar Grill View,333 Menchions Mews,,VANCOUVER,V6G2V4,Liquor Primary,,65
307303,Lift Breakfast Bakery,101 Lonsdale Ave,,NORTH VANCOUVER,V7M2E7,Food Primary,,50
302029,Lift Coffee Company,223-4293 Mountain Square,,WHISTLER,V0N1B4,Food Primary,,136
305940,Lift Coffee Company,7013 Nesters Road,,WHISTLER,V0N1B7,Food Primary,,20
301250,Lift Grill,333 Menchions Mews,,VANCOUVER,V6G3H5,Food Primary,,256
107741,Lighthouse Bistro & Pub,Sea Plane Terminal,50 Anchor Way,NANAIMO,V9R7B5,Food Primary,,222
107757,Lighthouse Bistro & Pub,Sea Plane Terminal,50 Anchor Way,NANAIMO,V9R7B5,Liquor Primary,,95
300209,Lighthouse Brewing Company,"Unit 2, 836 Devonshire Road",,VICTORIA,V9A4T4,Manufacturer,Brewery,0
306576,Lighthouse Fresh and Tasty,118 - 17433  56th Avenue,,SURREY,V3S2X6,Food Primary,,30
193707,Lighthouse Liquor Store,5580 Wharf Street,,SECHELT,V0N3A0,Licensee Retail Store,,
300608,Lighthouse Mess - Albert Head,Building 1067 100 Albert Head RD,,VICTORIA,V9C4B4,Liquor Primary,,90
125184,Lighthouse Pub,5764 Wharf Road,,SECHELT,V0N3A0,Liquor Primary,,262
032179,Likely Lodge Ltd,LIKELY ST,,LIKELY,V0L1N0,Liquor Primary,,145
306047,Lil T's Cafe,2905 Highway Dr.,,TRAIL,V1R2T2,Food Primary,,53
130613,Lillooet Inn Restaurant,687 Main St,,LILLOOET,V0K1V0,Food Primary,,76
301204,Lillooet's Cookhouse Restaurant,1237 Main Street,,LILLOOET,V0K1V0,Food Primary,,60
303125,Lin Chinese Cuisine and Tea House,1537 W Broadway,,VANCOUVER,V6J1W6,Food Primary,,60
169724,Lin Heung Restaurant,120-3749 Shelbourne St,,VICTORIA,V8P5N4,Food Primary,,50
302170,Lin Ju Hui Xinjiang Cuisine,7 6340 No 3 Rd,,RICHMOND,V6Y2B3,Food Primary,,120
306229,Linh Cafe,2836 West 4th Ave,,VANCOUVER,V6K1R2,Food Primary,,20
307528,Lion Hot Pot,1356 Marine Dr.,,NORTH VANCOUVER,V7P1T4,Food Primary,,54
117435,Lion's Head Smoke & Brew Pub (The),2629 Broadwater Rd,,ROBSON,V0G1X0,Liquor Primary,,139
304941,Lions Bay General Store and Cafe,350 Centre Rd.,,LIONS BAY,V0N2E0,Food Primary,,48
200533,Liquid Zoo Show Lounge,274 Lawrence Avenue,,KELOWNA,V1Y6L3,Liquor Primary,,450
304894,Liquidity Wines,4720 Allendale Road,,OKANAGAN FALLS,V0H1R2,Manufacturer,Winery,0
192675,Liquor Barn,4125 Hastings St,,BURNABY,V5C2J5,Licensee Retail Store,,
195364,Liquor Barn (Cambie),3415 Cambie Street,,VANCOUVER,V5Z2W7,Licensee Retail Store,,
192006,Liquor Barn (Kamloops),1380 Hillside Drive,,KAMLOOPS,V2E2N1,Licensee Retail Store,,
194267,Liquor Barn (Ladysmith),1010  1st Ave,,LADYSMITH,V0R2E0,Licensee Retail Store,,
195255,Liquor Depot,104 3510 Blanshard Street,,SAANICH,V8X1W3,Licensee Retail Store,,
195210,Liquor Depot,150- 525 Hwy 97 S,,KELOWNA,V1Z4C9,Licensee Retail Store,,
192097,Liquor Depot ,701 - 15970 Fraser Hwy,,SURREY,V4N0X8,Licensee Retail Store,,
195287,Liquor Depot (Chilliwack),10 45850 Yale Road,,CHILLIWACK,V2P2N9,Licensee Retail Store,,
192261,Liquor Depot (Kelowna),19-590 Hwy 33,,KELOWNA,V1X6A8,Licensee Retail Store,,
195172,Liquor Depot (Kelowna),"Unit D220, 2339 Highway 97 North",,KELOWNA,V1Y6N6,Licensee Retail Store,,
192436,Liquor Depot (Langford),2835 Bryn Maur Road,,LANGFORD,V9B2X4,Licensee Retail Store,,
192493,Liquor Depot (Parksville),Unit 1 160 Corfield St,,PARKSVILLE,V9P1T9,Licensee Retail Store,,
195486,Liquor Depot (Point Grey),3338 West Broadway,,VANCOUVER,V6R2B2,Licensee Retail Store,,
193012,Liquor Depot (Port Alberni),5086 Johnston Road,,PORT ALBERNI,V9Y5L7,Licensee Retail Store,,
191982,Liquor Depot (Prince George),2324  2150 Ferry Ave,,PRINCE GEORGE,V2N0B1,Licensee Retail Store,,
191933,Liquor Depot (Surrey),9500 120th Street,,SURREY,V3V4C1,Licensee Retail Store,,
191636,Liquor Depot (Valleyview),8  2101 East Trans Canada Highway,,KAMLOOPS,V2C4A6,Licensee Retail Store,,
195461,Liquor Depot (Vernon),#200 - 2401  58th Ave,,VERNON,V1T9T2,Licensee Retail Store,,
195445,Liquor Depot At Crossroads ,"Building D, 6950 Island Hwy N",,NANAIMO,V9R1W3,Licensee Retail Store,,
195362,Liquor Depot Lansdowne Centre,868-5300 No. 3 Road,,RICHMOND,V6X2X9,Licensee Retail Store,,
191750,Liquor Depot at 88 Avenue ,12499 88th Avenue,,SURREY,V3W3H7,Licensee Retail Store,,
195442,Liquor Depot at Coquitlam,"25, D  2773 Barnet Highway",,COQUITLAM,V3B1C2,Licensee Retail Store,,
195317,Liquor Depot at North Shore,1050  8th St,,KAMLOOPS,V2B2X8,Licensee Retail Store,,
195164,Liquor Depot at Vintage,102  3000 Louie Drive,,West Kelowna,V4T2P4,Licensee Retail Store,,
195295,Liquor Depot at Westbank,100  3645 Gosset Road,,West Kelowna,V4T2N8,Licensee Retail Store,,
195180,Liquor Discounter,101- 14357 104th Ave,,SURREY,V3R1Y1,Licensee Retail Store,,
195495,Liquor Express,3080 Comox Road,,COMOX,V9N3P8,Licensee Retail Store,,
195344,Liquor Express (Esquimalt) ,#12 - 1153 Esquimalt Road,,ESQUIMALT,V9A3N7,Licensee Retail Store,,
192725,Liquor Express on Yates,759 Yates Street,,VICTORIA,V8W1L6,Licensee Retail Store,,
195451,Liquor For Less . com,1 - 34252 Marshall Road,,ABBOTSFORD,V2S1L9,Licensee Retail Store,,
195090,Liquor Giant,32131 Marshall Road,,ABBOTSFORD,V2T1A3,Licensee Retail Store,,
191289,Liquor Landmark,105/106C - 13631 80th Avenue,,SURREY,V3W2C3,Licensee Retail Store,,
195465,Liquor Mart (Cedar Hills) 128th Street,102A - 10216 128th Street,,SURREY,V3T2Z3,Licensee Retail Store,,
193392,Liquor Mart - South Surrey,1763 King George Boulevard,,SURREY,V4A4Z9,Licensee Retail Store,,
195289,Liquor Planet,2317 Millstream Road,,VICTORIA,V9B3R4,Licensee Retail Store,,
195228,Liquor Plus,133- 5325 Cordova Bay Rd,,VICTORIA,V8Y2L3,Licensee Retail Store,,
195469,Liquor Plus ,2579 Cadboro Bay Road,,VICTORIA,V8R5J2,Licensee Retail Store,,
195305,Liquor Plus (Quadra Ave),603-3991 Quadra Ave,,SAANICH,V8X1J8,Licensee Retail Store,,
195322,Liquor Plus (West Saanich Road),4468 West Saanich Road,,SAANICH,V8Z3E9,Licensee Retail Store,,
195190,Liquor Quicker,E - 1215  56th St,,DELTA,V4L2A6,Licensee Retail Store,,
195300,Liquor Store,105-19228 96 AVE  ,,SURREY,V4N4C1,Licensee Retail Store,,
193285,Liquor Store,339 St. Paul Street,,KAMLOOPS,V2C2J5,Licensee Retail Store,,
191396,Liquor Store ,10695 Lakeshore Rd,,PORT ALBERNI,V9Y8Z8,Licensee Retail Store,,
195346,Liquor Store 'N' More,1675 Central Avenue,,GRAND FORKS,V0H1H0,Licensee Retail Store,,
193137,Liquor Store (Delta),6955 120th Street,,DELTA,V4E2A8,Licensee Retail Store,,
191511,Liquor Store (Esquimalt),533 Admirals Road,,ESQUIMALT,V9A2N5,Licensee Retail Store,,
195113,Liquor Store (Kelowna),105-975 Academy Way,,KELOWNA,V2S5A6,Licensee Retail Store,,
195288,Liquor Store (Salmon Arm),2040 10th Ave SW,,SALMON ARM,V1E1T4,Licensee Retail Store,,
195373,Liquor Store (Vancouver),6542 Victoria Drive,,VANCOUVER,V5P3X9,Licensee Retail Store,,
191255,Liquor Store Sardis,1000 - 45610 Luckakuck Rd ,,CHILLIWACK,V2R1A2,Licensee Retail Store,,
195424,Liquor Town,Unit 120 - 8180 Number 2 Road ,,RICHMOND,V7C5K1,Licensee Retail Store,,
195458,Liquor Warehouse,1114 Queen St,,SMITHERS,V0J2N0,Licensee Retail Store,,
191875,Liquor Warehouse,1125 Park Ave,,PRINCE RUPERT,V8J1K2,Licensee Retail Store,,
194721,Liquor at the Ramada,444 George St,,PRINCE GEORGE,V2L1R6,Licensee Retail Store,,
195398,Liquor for Less.com - Glenn Mountain ,102-2618 McMillan Road,,ABBOTSFORD,V3G1C4,Licensee Retail Store,,
195414,Liquor for Less.com-Ellwood ,#1-31205 Maclure Road,,ABBOTSFORD,V2T5E5,Licensee Retail Store,,
195443,Liquor on 5th,460 Ospika Boulevard,,PRINCE GEORGE,V2M3R3,Licensee Retail Store,,
195473,Liquor on the Hart,4327 Nordic Drive,,PRINCE GEORGE,V2K3B2,Licensee Retail Store,,
306271,Lisa's Lakeside Bistro,1675 Hwy #3,,CHRISTINA LAKE,V0H1E0,Food Primary,,103
115993,Listel Whistler Hotel,4121 VIllage Green,,WHISTLER,V0N1B4,Liquor Primary,,190
116358,Listel Whistler Hotel,4121 VIllage Green,,WHISTLER,V0N1B4,Food Primary,,322
304027,Little Bear Golf Course Restaurant,872B Waterloo Road,,CASTLEGAR,V1N4K8,Food Primary,,150
303162,Little Billy's Steakhouse,6785 Hastings St,,BURNABY,V5B1S6,Food Primary,,50
305539,Little Bird Dim Sum ,2958 4th Ave W,,VANCOUVER,V6K1R4,Food Primary,,50
307050,Little Buddy Kitchen,1085-8580 Alexandra Rd.,,RICHMOND,V6X4B3,Food Primary,,30
307566,Little City Merchant,610 Cliff Ave,,ENDERBY,V0E1V0,Food Primary,,27
300677,Little Cockatoo Cafe Restaurant,7548 Edmonds Street,,BURNABY,V3N1B4,Food Primary,,50
305897,Little Creek Grill,117 Bridge Street,,PRINCETON,V0X1W0,Food Primary,,104
307105,Little Donkey Food & Drink,121 9220 Glover Rd.,,FORT LANGLEY,V1M2S1,Food Primary,,19
306949,Little Engine Wines Ltd.,851 Naramata Road,,PENTICTON,V2A8V2,Manufacturer,Winery,0
305606,Little Farm Winery,2155 Newton Road,,CAWSTON,V0X1C1,Manufacturer,Winery,0
180450,Little Greek Restaurant,1 - 19110 96 Avenue,,SURREY,V4N3R3,Food Primary,,48
301323,Little Hut Curry,4623 Marine Ave,,POWELL RIVER,V8A2K8,Food Primary,,49
301598,Little Japan Sushi Restaurant,105 - 33643 Marshall Road,,ABBOTSFORD,V2S1L4,Food Primary,,40
158136,Little Jumbo,102 - 506 FORT ST,,VICTORIA,V8W1E6,Food Primary,,60
162053,Little Mexico Cantina,3131 Chatham Street,,RICHMOND,V7E2V4,Food Primary,,93
191073,Little Mountain Liquor Store,1 - 9701 Menzies Street,,CHILLIWACK,V2P5Z6,Licensee Retail Store,,
304140,Little Saigon,33766 Essendene Ave.,,ABBOTSFORD,V2S2H2,Food Primary,,50
302283,Little Saigon Vietnamese Cuisine,#322 - 32555 London Avenue,,MISSION,V2V6M7,Food Primary,,28
117503,Little Skewer Bar,1871 Oak Bay Ave,,VICTORIA,V8R1C6,Food Primary,,50
300154,Little Straw Vineyards Estate Winery,2815 Ourtoland Road,,West Kelowna,V1Z2H7,Manufacturer,Winery,0
303988,Little Thai Place,110-4480 West Saanich Rd.,,VICTORIA,V8Z3E9,Food Primary,,50
302479,Little Thai Place,1839 Cook St.,,VICTORIA,V8T3P5,Food Primary,,25
300630,Little Thai Place,3613 Shelbourne Street,,VICTORIA,V8P4H1,Food Primary,,24
303553,Little White House Salon Cafe,9090 Glover Rd.,,FORT LANGLEY,V1M2R4,Food Primary,,45
052216,Little Yunnan Restaurant ,546 Fisgard Street,,VICTORIA,V8W1R4,Food Primary,,77
189803,Liu Yi Shou Hot Pot Restaurant - Robson,1542 Robson Street,,VANCOUVER,V6G1C2,Food Primary,,100
